Timestamp;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
Fri Mar 24 07:42:16 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:17 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:18 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:20 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:21 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:22 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:23 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:25 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:26 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:29 2023;-90;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:31 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:35 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:36 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:37 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:38 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:39 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:42 2023;-87;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:43 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:45 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:46 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:47 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:51 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:52 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:53 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:42:56 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:00 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:02 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:04 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:08 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:09 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:10 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:13 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:14 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:15 2023;-80;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:16 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:18 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:19 2023;-87;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:20 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:21 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:22 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:23 2023;-87;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:26 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:27 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:29 2023;-90;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:30 2023;-88;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:31 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:32 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:34 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:35 2023;-87;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:36 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:38 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:39 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:42 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:44 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:46 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:48 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:49 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:52 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:54 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:56 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:57 2023;-91;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:58 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:43:59 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:00 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:01 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:02 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:06 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:07 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:11 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:13 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:14 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:15 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:17 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:18 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:19 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:20 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:22 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:23 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:25 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:26 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:27 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:28 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:31 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:32 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:33 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:34 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:35 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:38 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:39 2023;-86;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:41 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:43 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:44 2023;-68;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:45 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:46 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:48 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:49 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:50 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:54 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:55 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:56 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:57 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:58 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:44:59 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:00 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:03 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:04 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:05 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:07 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:08 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:09 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:11 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:13 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:15 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:16 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:17 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:18 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:20 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:23 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:24 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:27 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:29 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:32 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:33 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:34 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:35 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:36 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:37 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:38 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:39 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:40 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:41 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:42 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:43 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:44 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:47 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:48 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:49 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:51 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:52 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:53 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:54 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:55 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:56 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:58 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:45:59 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:02 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:03 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:04 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:05 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:07 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:08 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:09 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:10 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:12 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:13 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:14 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:15 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:18 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:19 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:20 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:22 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:23 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:24 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:27 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:29 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:30 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:31 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:32 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:35 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:36 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:37 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:39 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:43 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:45 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:47 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:50 2023;-75;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:51 2023;-70;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:52 2023;-86;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:55 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:56 2023;-75;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:57 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:46:58 2023;-92;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:03 2023;-75;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:04 2023;-76;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:05 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:06 2023;-75;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:07 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:08 2023;-76;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:10 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:11 2023;-76;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:13 2023;-77;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:14 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:15 2023;-70;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:16 2023;-70;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:17 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:18 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:19 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:20 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:22 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:29 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:30 2023;-68;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:31 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:32 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:34 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:35 2023;-82;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:36 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:37 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:38 2023;-69;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:39 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:40 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:41 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:43 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:44 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:45 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:47 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:49 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:50 2023;-68;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:51 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:54 2023;-65;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:55 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:56 2023;-79;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:57 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:47:59 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:00 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:01 2023;-65;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:03 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:06 2023;-65;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:07 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:08 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:09 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:10 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:11 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:12 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:13 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:15 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:16 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:20 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:21 2023;-68;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:22 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:26 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:27 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:28 2023;-85;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:32 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:33 2023;-84;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:35 2023;-81;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:36 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:39 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:40 2023;-83;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:41 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:44 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:45 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:48 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:53 2023;-77;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:54 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:55 2023;-76;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:56 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:48:57 2023;-79;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:02 2023;-74;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:03 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:05 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:07 2023;-73;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:08 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:09 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:10 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:11 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:13 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:14 2023;-66;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:15 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:19 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:21 2023;-71;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:23 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:24 2023;-80;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:25 2023;-72;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:27 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:29 2023;-67;-5.55, 15;0, 0;15.99382693
Fri Mar 24 07:49:30 2023;-71;-5.55, 15;0, 0;15.99382693
