Timestamp;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
Fri Mar 24 08:13:53 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:13:55 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:13:56 2023;-69;0, -15;0, 0;15
Fri Mar 24 08:13:57 2023;-65;0, -15;0, 0;15
Fri Mar 24 08:13:58 2023;-65;0, -15;0, 0;15
Fri Mar 24 08:13:59 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:14:00 2023;-69;0, -15;0, 0;15
Fri Mar 24 08:14:01 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:14:03 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:04 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:14:05 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:14:06 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:07 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:10 2023;-69;0, -15;0, 0;15
Fri Mar 24 08:14:11 2023;-70;0, -15;0, 0;15
Fri Mar 24 08:14:12 2023;-70;0, -15;0, 0;15
Fri Mar 24 08:14:13 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:15 2023;-65;0, -15;0, 0;15
Fri Mar 24 08:14:16 2023;-65;0, -15;0, 0;15
Fri Mar 24 08:14:17 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:18 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:14:20 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:21 2023;-70;0, -15;0, 0;15
Fri Mar 24 08:14:22 2023;-66;0, -15;0, 0;15
Fri Mar 24 08:14:25 2023;-69;0, -15;0, 0;15
Fri Mar 24 08:14:26 2023;-67;0, -15;0, 0;15
Fri Mar 24 08:14:27 2023;-65;0, -15;0, 0;15
Fri Mar 24 08:14:28 2023;-65;0, -15;0, 0;15
Fri Mar 24 08:14:29 2023;-66;0, -15;0, 0;15
