Timestamp;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
Fri Mar 24 09:03:15 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:16 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:17 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:19 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:20 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:23 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:25 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:27 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:28 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:29 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:30 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:31 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:34 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:35 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:39 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:41 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:43 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:45 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:47 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:48 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:49 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:50 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:52 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:53 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:54 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:55 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:56 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:58 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:03:59 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:01 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:02 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:03 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:04 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:07 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:10 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:11 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:12 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:13 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:15 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:16 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:17 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:19 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:20 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:21 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:22 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:25 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:26 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:28 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:29 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:30 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:31 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:33 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:35 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:36 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:37 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:39 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:40 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:42 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:43 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:44 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:45 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:47 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:49 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:50 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:52 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:53 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:55 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:56 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:57 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:04:58 2023;-51;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:00 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:01 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:02 2023;-61;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:03 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:05 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:06 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:07 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:08 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:09 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:10 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:12 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:14 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:15 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:16 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:17 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:19 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:20 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:21 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:22 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:23 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:24 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:25 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:26 2023;-56;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:27 2023;-51;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:29 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:30 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:31 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:32 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:35 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:36 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:37 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:38 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:39 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:41 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:42 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:43 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:44 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:45 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:48 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:49 2023;-52;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:53 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:54 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:55 2023;-55;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:56 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:57 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:58 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:05:59 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:00 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:01 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:02 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:03 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:04 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:05 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:06 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:07 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:08 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:09 2023;-54;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:10 2023;-53;10.55, 0;0, 0;10.55
Fri Mar 24 09:06:11 2023;-54;10.55, 0;0, 0;10.55
