Date ISO;Rx Power [dBm]
2023-06-27 08:46:48;-66
2023-06-27 08:46:48;-69
2023-06-27 08:46:51;-67
2023-06-27 08:46:51;-67
2023-06-27 08:46:51;-69
2023-06-27 08:46:54;-67
2023-06-27 08:46:54;-66
2023-06-27 08:46:54;-70
2023-06-27 08:46:56;-66
2023-06-27 08:46:57;-69
2023-06-27 08:46:59;-66
2023-06-27 08:46:59;-70
2023-06-27 08:47:02;-66
2023-06-27 08:47:02;-66
2023-06-27 08:47:02;-70
2023-06-27 08:47:04;-74
2023-06-27 08:47:04;-66
2023-06-27 08:47:05;-70
2023-06-27 08:47:07;-67
2023-06-27 08:47:07;-66
2023-06-27 08:47:07;-70
2023-06-27 08:47:10;-65
2023-06-27 08:47:13;-65
2023-06-27 08:47:13;-70
2023-06-27 08:47:15;-70
2023-06-27 08:47:18;-67
2023-06-27 08:47:18;-66
2023-06-27 08:47:20;-66
2023-06-27 08:47:23;-66
2023-06-27 08:47:23;-70
2023-06-27 08:47:26;-66
2023-06-27 08:47:29;-66
2023-06-27 08:47:29;-66
2023-06-27 08:47:31;-70
2023-06-27 08:47:34;-67
2023-06-27 08:47:34;-66
2023-06-27 08:47:34;-69
2023-06-27 08:47:37;-66
2023-06-27 08:47:37;-66
2023-06-27 08:47:37;-70
2023-06-27 08:48:06;-66
2023-06-27 08:48:06;-66
2023-06-27 08:48:06;-69
2023-06-27 08:48:09;-66
2023-06-27 08:48:09;-66
2023-06-27 08:48:09;-70
2023-06-27 08:48:17;-66
2023-06-27 08:48:17;-67
2023-06-27 08:48:17;-70
2023-06-27 08:48:19;-66
2023-06-27 08:48:20;-66
2023-06-27 08:48:20;-70
2023-06-27 08:48:22;-66
2023-06-27 08:48:22;-66
2023-06-27 08:48:22;-69
2023-06-27 08:48:26;-73
2023-06-27 08:48:26;-72
2023-06-27 08:48:26;-70
2023-06-27 08:48:30;-68
2023-06-27 08:48:30;-66
2023-06-27 08:48:30;-69
2023-06-27 08:48:33;-67
2023-06-27 08:48:33;-67
2023-06-27 08:48:36;-69
2023-06-27 08:48:38;-65
2023-06-27 08:48:38;-69
2023-06-27 08:48:41;-66
2023-06-27 08:48:41;-66
2023-06-27 08:48:41;-69
2023-06-27 08:48:44;-66
2023-06-27 08:48:44;-70
2023-06-27 08:48:49;-69
2023-06-27 08:48:52;-67
2023-06-27 08:48:52;-66
2023-06-27 08:48:52;-70
2023-06-27 08:48:54;-67
2023-06-27 08:48:54;-67
