Date ISO;Rx Power [dBm]
2023-06-27 08:35:54;-62
2023-06-27 08:35:54;-63
2023-06-27 08:35:54;-67
2023-06-27 08:35:56;-62
2023-06-27 08:35:56;-62
2023-06-27 08:35:57;-67
2023-06-27 08:35:59;-62
2023-06-27 08:35:59;-64
2023-06-27 08:35:59;-67
2023-06-27 08:36:02;-62
2023-06-27 08:36:02;-67
2023-06-27 08:36:07;-62
2023-06-27 08:36:07;-64
2023-06-27 08:36:07;-67
2023-06-27 08:36:10;-62
2023-06-27 08:36:10;-67
2023-06-27 08:36:13;-62
2023-06-27 08:36:13;-66
2023-06-27 08:36:15;-67
2023-06-27 08:36:18;-61
2023-06-27 08:36:18;-78
2023-06-27 08:36:21;-61
2023-06-27 08:36:21;-62
2023-06-27 08:36:21;-67
2023-06-27 08:36:23;-61
2023-06-27 08:36:23;-62
2023-06-27 08:36:23;-67
2023-06-27 08:36:26;-63
2023-06-27 08:36:26;-63
2023-06-27 08:36:26;-67
2023-06-27 08:36:29;-64
2023-06-27 08:36:29;-67
2023-06-27 08:36:31;-63
2023-06-27 08:36:31;-62
2023-06-27 08:36:34;-61
2023-06-27 08:36:34;-67
2023-06-27 08:36:37;-61
2023-06-27 08:36:37;-63
2023-06-27 08:36:37;-67
2023-06-27 08:36:39;-67
2023-06-27 08:36:42;-61
2023-06-27 08:36:42;-61
2023-06-27 08:36:42;-67
2023-06-27 08:36:45;-61
2023-06-27 08:36:45;-67
2023-06-27 08:36:47;-62
2023-06-27 08:36:47;-62
2023-06-27 08:36:48;-67
2023-06-27 08:36:50;-62
2023-06-27 08:36:50;-63
2023-06-27 08:36:50;-67
2023-06-27 08:36:53;-62
2023-06-27 08:36:53;-67
2023-06-27 08:36:55;-62
2023-06-27 08:36:56;-63
2023-06-27 08:37:03;-62
2023-06-27 08:37:04;-62
2023-06-27 08:37:04;-67
2023-06-27 08:37:06;-62
2023-06-27 08:37:06;-62
2023-06-27 08:37:07;-69
2023-06-27 08:37:07;-69
2023-06-27 08:37:12;-62
2023-06-27 08:37:12;-63
2023-06-27 08:37:12;-67
2023-06-27 08:37:14;-61
2023-06-27 08:37:14;-67
2023-06-27 08:37:17;-61
2023-06-27 08:37:17;-67
2023-06-27 08:37:20;-67
2023-06-27 08:37:25;-63
2023-06-27 08:37:25;-62
2023-06-27 08:37:25;-67
2023-06-27 08:37:28;-62
2023-06-27 08:37:28;-63
2023-06-27 08:37:28;-67
2023-06-27 08:37:30;-63
2023-06-27 08:37:30;-67
2023-06-27 08:37:33;-63
2023-06-27 08:37:33;-61
2023-06-27 08:37:33;-67
2023-06-27 08:37:36;-62
2023-06-27 08:37:36;-67
2023-06-27 08:37:38;-61
2023-06-27 08:37:41;-62
2023-06-27 08:37:44;-61
2023-06-27 08:37:44;-67
2023-06-27 08:37:46;-62
2023-06-27 08:37:46;-63
2023-06-27 08:37:47;-67
2023-06-27 08:37:49;-62
2023-06-27 08:37:49;-67
2023-06-27 08:37:52;-61
2023-06-27 08:37:54;-61
2023-06-27 08:37:55;-61
2023-06-27 08:37:55;-67
2023-06-27 08:37:57;-62
2023-06-27 08:37:57;-67
2023-06-27 08:38:00;-62
2023-06-27 08:38:00;-63
2023-06-27 08:38:00;-67
2023-06-27 08:38:02;-62
2023-06-27 08:38:03;-62
2023-06-27 08:38:03;-67
2023-06-27 08:38:05;-61
2023-06-27 08:38:08;-61
2023-06-27 08:38:08;-64
2023-06-27 08:38:08;-67
2023-06-27 08:38:11;-67
2023-06-27 08:38:13;-61
2023-06-27 08:38:13;-62
2023-06-27 08:38:13;-68
2023-06-27 08:38:16;-62
2023-06-27 08:38:16;-67
2023-06-27 08:38:19;-62
2023-06-27 08:38:19;-67
2023-06-27 08:38:21;-63
2023-06-27 08:38:21;-62
2023-06-27 08:38:21;-67
2023-06-27 08:38:24;-61
2023-06-27 08:38:24;-63
2023-06-27 08:38:24;-67
2023-06-27 08:38:27;-63
2023-06-27 08:38:27;-67
2023-06-27 08:38:29;-62
2023-06-27 08:38:29;-67
2023-06-27 08:38:32;-62
2023-06-27 08:38:32;-62
2023-06-27 08:38:35;-62
2023-06-27 08:38:37;-62
2023-06-27 08:38:38;-66
2023-06-27 08:38:40;-62
2023-06-27 08:38:40;-67
2023-06-27 08:38:48;-62
2023-06-27 08:38:48;-67
2023-06-27 08:38:51;-67
2023-06-27 08:38:53;-62
2023-06-27 08:38:54;-67
2023-06-27 08:38:56;-62
2023-06-27 08:38:56;-67
2023-06-27 08:38:59;-62
2023-06-27 08:38:59;-67
2023-06-27 08:39:01;-62
2023-06-27 08:39:02;-62
2023-06-27 08:39:02;-67
2023-06-27 08:39:04;-63
2023-06-27 08:39:04;-63
2023-06-27 08:39:07;-62
2023-06-27 08:39:07;-62
2023-06-27 08:39:10;-61
2023-06-27 08:39:10;-63
2023-06-27 08:39:12;-61
2023-06-27 08:39:12;-62
2023-06-27 08:39:12;-67
2023-06-27 08:39:18;-61
2023-06-27 08:39:18;-62
2023-06-27 08:39:20;-62
2023-06-27 08:39:20;-63
2023-06-27 08:39:23;-62
2023-06-27 08:39:23;-67
2023-06-27 08:39:26;-62
2023-06-27 08:39:26;-62
2023-06-27 08:39:26;-67
2023-06-27 08:39:28;-62
2023-06-27 08:39:28;-62
2023-06-27 08:39:29;-67
2023-06-27 08:39:31;-61
2023-06-27 08:39:31;-61
2023-06-27 08:39:34;-62
2023-06-27 08:39:34;-62
2023-06-27 08:39:34;-67
2023-06-27 08:39:36;-62
2023-06-27 08:39:37;-67
2023-06-27 08:39:39;-62
2023-06-27 08:39:39;-62
2023-06-27 08:39:39;-67
2023-06-27 08:39:42;-62
2023-06-27 08:39:42;-63
2023-06-27 08:39:42;-67
2023-06-27 08:39:44;-61
2023-06-27 08:39:45;-62
2023-06-27 08:39:45;-67
2023-06-27 08:39:50;-61
2023-06-27 08:39:50;-63
2023-06-27 08:39:50;-67
2023-06-27 08:39:55;-62
2023-06-27 08:39:58;-62
2023-06-27 08:40:01;-62
2023-06-27 08:40:01;-61
2023-06-27 08:40:03;-62
2023-06-27 08:40:03;-67
2023-06-27 08:40:06;-61
2023-06-27 08:40:09;-61
2023-06-27 08:40:09;-66
2023-06-27 08:40:11;-62
2023-06-27 08:40:11;-62
2023-06-27 08:40:17;-61
2023-06-27 08:40:17;-63
2023-06-27 08:40:19;-62
2023-06-27 08:40:22;-62
2023-06-27 08:40:22;-67
2023-06-27 08:40:25;-62
2023-06-27 08:40:25;-67
2023-06-27 08:40:27;-62
2023-06-27 08:40:27;-62
2023-06-27 08:40:28;-67
2023-06-27 08:40:30;-62
2023-06-27 08:40:30;-63
2023-06-27 08:40:33;-62
2023-06-27 08:40:33;-67
2023-06-27 08:40:35;-62
2023-06-27 08:40:35;-63
2023-06-27 08:40:36;-66
2023-06-27 08:40:41;-61
2023-06-27 08:40:41;-62
2023-06-27 08:40:41;-67
2023-06-27 08:41:02;-67
2023-06-27 08:41:10;-62
2023-06-27 08:41:10;-61
2023-06-27 08:41:10;-67
2023-06-27 08:41:13;-61
2023-06-27 08:41:13;-62
2023-06-27 08:41:13;-67
2023-06-27 08:41:21;-61
2023-06-27 08:41:21;-67
2023-06-27 08:41:24;-62
2023-06-27 08:41:24;-62
2023-06-27 08:41:26;-62
2023-06-27 08:41:26;-63
2023-06-27 08:41:27;-67
2023-06-27 08:41:34;-62
2023-06-27 08:41:34;-62
2023-06-27 08:41:35;-67
2023-06-27 08:41:37;-67
2023-06-27 08:41:40;-61
2023-06-27 08:41:40;-61
2023-06-27 08:41:40;-67
2023-06-27 08:41:43;-63
2023-06-27 08:41:45;-67
2023-06-27 08:41:48;-62
2023-06-27 08:41:48;-62
2023-06-27 08:41:53;-61
2023-06-27 08:41:53;-61
2023-06-27 08:41:56;-62
2023-06-27 08:41:56;-67
2023-06-27 08:41:59;-62
2023-06-27 08:42:01;-62
2023-06-27 08:42:01;-67
2023-06-27 08:42:04;-62
2023-06-27 08:42:07;-62
2023-06-27 08:42:09;-62
2023-06-27 08:42:09;-62
2023-06-27 08:42:09;-72
2023-06-27 08:42:12;-62
2023-06-27 08:42:12;-62
2023-06-27 08:42:12;-67
2023-06-27 08:42:15;-61
2023-06-27 08:42:15;-62
2023-06-27 08:42:15;-67
2023-06-27 08:42:23;-61
2023-06-27 08:42:23;-62
2023-06-27 08:42:34;-67
2023-06-27 08:42:39;-67
2023-06-27 08:42:39;-68
2023-06-27 08:42:39;-63
2023-06-27 08:42:39;-65
2023-06-27 08:42:39;-64
2023-06-27 08:42:39;-64
2023-06-27 08:42:40;-65
2023-06-27 08:42:40;-63
2023-06-27 08:42:40;-65
2023-06-27 08:42:44;-63
2023-06-27 08:42:44;-67
2023-06-27 08:42:52;-62
2023-06-27 08:42:52;-67
2023-06-27 08:42:55;-61
2023-06-27 08:42:55;-62
2023-06-27 08:43:01;-68
2023-06-27 08:43:01;-70
2023-06-27 08:43:01;-69
2023-06-27 08:43:01;-64
2023-06-27 08:43:01;-64
2023-06-27 08:43:06;-62
2023-06-27 08:43:06;-62
2023-06-27 08:43:06;-67
2023-06-27 08:43:08;-61
2023-06-27 08:43:08;-62
2023-06-27 08:43:08;-66
2023-06-27 08:43:16;-62
2023-06-27 08:43:16;-63
2023-06-27 08:43:19;-61
2023-06-27 08:43:19;-62
2023-06-27 08:43:19;-67
2023-06-27 08:43:22;-62
2023-06-27 08:43:22;-62
2023-06-27 08:43:22;-67
2023-06-27 08:43:24;-62
2023-06-27 08:43:25;-67
2023-06-27 08:43:27;-62
2023-06-27 08:43:35;-61
2023-06-27 08:43:35;-62
2023-06-27 08:43:35;-67
2023-06-27 08:43:38;-62
2023-06-27 08:43:38;-67
2023-06-27 08:43:41;-63
2023-06-27 08:43:41;-67
2023-06-27 08:43:43;-62
2023-06-27 08:43:43;-63
2023-06-27 08:43:43;-66
2023-06-27 08:43:46;-63
2023-06-27 08:43:46;-67
2023-06-27 08:43:49;-64
