Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-65;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-65;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-65;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-65;-5.55, 15;0, 0;15.994
09/05/23 19:37;-62;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-65;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-65;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-64;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-64;-5.55, 15;0, 0;15.994
09/05/23 19:37;-61;-5.55, 15;0, 0;15.994
09/05/23 19:37;-63;-5.55, 15;0, 0;15.994
09/05/23 19:37;-63;-5.55, 15;0, 0;15.994
09/05/23 19:37;-63;-5.55, 15;0, 0;15.994
09/05/23 19:37;-58;-5.55, 15;0, 0;15.994
09/05/23 19:38;-63;-5.55, 15;0, 0;15.994
09/05/23 19:38;-64;-5.55, 15;0, 0;15.994
09/05/23 19:38;-64;-5.55, 15;0, 0;15.994
09/05/23 19:38;-63;-5.55, 15;0, 0;15.994
09/05/23 19:38;-64;-5.55, 15;0, 0;15.994
09/05/23 19:38;-61;-5.55, 15;0, 0;15.994
09/05/23 19:38;-65;-5.55, 15;0, 0;15.994
09/05/23 19:38;-61;-5.55, 15;0, 0;15.994
09/05/23 19:38;-65;-5.55, 15;0, 0;15.994
09/05/23 19:38;-61;-5.55, 15;0, 0;15.994
09/05/23 19:38;-59;-5.55, 15;0, 0;15.994
09/05/23 19:38;-59;-5.55, 15;0, 0;15.994
09/05/23 19:38;-60;-5.55, 15;0, 0;15.994
09/05/23 19:38;-62;-5.55, 15;0, 0;15.994
09/05/23 19:38;-60;-5.55, 15;0, 0;15.994
09/05/23 19:38;-59;-5.55, 15;0, 0;15.994
09/05/23 19:38;-63;-5.55, 15;0, 0;15.994
09/05/23 19:38;-63;-5.55, 15;0, 0;15.994
09/05/23 19:38;-62;-5.55, 15;0, 0;15.994
09/05/23 19:38;-61;-5.55, 15;0, 0;15.994
09/05/23 19:38;-62;-5.55, 15;0, 0;15.994
09/05/23 19:38;-65;-5.55, 15;0, 0;15.994
09/05/23 19:38;-61;-5.55, 15;0, 0;15.994
09/05/23 19:38;-61;-5.55, 15;0, 0;15.994
09/05/23 19:38;-62;-5.55, 15;0, 0;15.994
09/05/23 19:38;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-60;-5.55, 15;0, 0;15.994
09/05/23 19:39;-64;-5.55, 15;0, 0;15.994
09/05/23 19:39;-64;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:39;-61;-5.55, 15;0, 0;15.994
09/05/23 19:39;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-60;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-62;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-62;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-62;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-61;-5.55, 15;0, 0;15.994
09/05/23 19:40;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-84;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-64;-5.55, 15;0, 0;15.994
09/05/23 19:41;17;-5.55, 15;0, 0;15.994
09/05/23 19:41;-59;-5.55, 15;0, 0;15.994
09/05/23 19:41;-59;-5.55, 15;0, 0;15.994
09/05/23 19:41;-59;-5.55, 15;0, 0;15.994
09/05/23 19:41;-60;-5.55, 15;0, 0;15.994
09/05/23 19:41;-63;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-61;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:41;-62;-5.55, 15;0, 0;15.994
09/05/23 19:41;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-62;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-62;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-62;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-62;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-63;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-62;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-62;-5.55, 15;0, 0;15.994
09/05/23 19:42;-60;-5.55, 15;0, 0;15.994
09/05/23 19:42;-59;-5.55, 15;0, 0;15.994
09/05/23 19:42;17;-5.55, 15;0, 0;15.994
09/05/23 19:42;-64;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:42;-65;-5.55, 15;0, 0;15.994
09/05/23 19:42;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-66;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-61;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:43;-62;-5.55, 15;0, 0;15.994
09/05/23 19:43;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-62;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-62;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-62;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-65;-5.55, 15;0, 0;15.994
09/05/23 19:44;-62;-5.55, 15;0, 0;15.994
09/05/23 19:44;-61;-5.55, 15;0, 0;15.994
09/05/23 19:44;-59;-5.55, 15;0, 0;15.994
09/05/23 19:44;-59;-5.55, 15;0, 0;15.994
09/05/23 19:44;-58;-5.55, 15;0, 0;15.994
09/05/23 19:44;-59;-5.55, 15;0, 0;15.994
09/05/23 19:44;-59;-5.55, 15;0, 0;15.994
09/05/23 19:44;-59;-5.55, 15;0, 0;15.994
09/05/23 19:44;-62;-5.55, 15;0, 0;15.994
09/05/23 19:45;-60;-5.55, 15;0, 0;15.994
09/05/23 19:45;-60;-5.55, 15;0, 0;15.994
09/05/23 19:45;-59;-5.55, 15;0, 0;15.994
09/05/23 19:45;-60;-5.55, 15;0, 0;15.994
09/05/23 19:45;-59;-5.55, 15;0, 0;15.994
09/05/23 19:45;-63;-5.55, 15;0, 0;15.994
09/05/23 19:45;-63;-5.55, 15;0, 0;15.994
09/05/23 19:45;-62;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-65;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-65;-5.55, 15;0, 0;15.994
09/05/23 19:45;-65;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-65;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-61;-5.55, 15;0, 0;15.994
09/05/23 19:45;-65;-5.55, 15;0, 0;15.994
09/05/23 19:45;-83;-5.55, 15;0, 0;15.994
