Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1674664422.486130072;2023-01-25 16:33:42;-46;0, -15;0, 0;15
1674664422.506621720;2023-01-25 16:33:42;-46;0, -15;0, 0;15
1674664427.479091014;2023-01-25 16:33:47;-47;0, -15;0, 0;15
1674664427.501056217;2023-01-25 16:33:47;-47;0, -15;0, 0;15
1674664427.549325477;2023-01-25 16:33:47;-48;0, -15;0, 0;15
1674664427.554297828;2023-01-25 16:33:47;-47;0, -15;0, 0;15
1674664432.105092289;2023-01-25 16:33:52;-47;0, -15;0, 0;15
1674664432.222765881;2023-01-25 16:33:52;-52;0, -15;0, 0;15
1674664432.241131622;2023-01-25 16:33:52;-52;0, -15;0, 0;15
1674664432.349855418;2023-01-25 16:33:52;17;0, -15;0, 0;15
1674664432.369026270;2023-01-25 16:33:52;17;0, -15;0, 0;15
1674664432.393005418;2023-01-25 16:33:52;-46;0, -15;0, 0;15
1674664432.412413677;2023-01-25 16:33:52;-47;0, -15;0, 0;15
1674664432.435322251;2023-01-25 16:33:52;-50;0, -15;0, 0;15
1674664432.455656622;2023-01-25 16:33:52;-50;0, -15;0, 0;15
1674664433.084669158;2023-01-25 16:33:53;-44;0, -15;0, 0;15
1674664436.553526749;2023-01-25 16:33:56;-48;0, -15;0, 0;15
1674664437.326670897;2023-01-25 16:33:57;-48;0, -15;0, 0;15
1674664437.753895174;2023-01-25 16:33:57;-47;0, -15;0, 0;15
1674664437.842658952;2023-01-25 16:33:57;-52;0, -15;0, 0;15
1674664437.862031915;2023-01-25 16:33:57;-53;0, -15;0, 0;15
1674664438.403707989;2023-01-25 16:33:58;-48;0, -15;0, 0;15
1674664438.438390785;2023-01-25 16:33:58;-47;0, -15;0, 0;15
1674664438.785445062;2023-01-25 16:33:58;-49;0, -15;0, 0;15
1674664438.813435785;2023-01-25 16:33:58;-48;0, -15;0, 0;15
1674664441.764207098;2023-01-25 16:34:01;-54;0, -15;0, 0;15
1674664441.784721209;2023-01-25 16:34:01;-53;0, -15;0, 0;15
1674664442.598954319;2023-01-25 16:34:02;-45;0, -15;0, 0;15
1674664446.667277799;2023-01-25 16:34:06;-48;0, -15;0, 0;15
1674664446.688536373;2023-01-25 16:34:06;-47;0, -15;0, 0;15
1674664447.073869446;2023-01-25 16:34:07;-47;0, -15;0, 0;15
1674664447.094568946;2023-01-25 16:34:07;-47;0, -15;0, 0;15
1674664447.954938039;2023-01-25 16:34:07;-48;0, -15;0, 0;15
1674664448.284856909;2023-01-25 16:34:08;-47;0, -15;0, 0;15
1674664448.305118575;2023-01-25 16:34:08;-47;0, -15;0, 0;15
1674664450.016084648;2023-01-25 16:34:10;-48;0, -15;0, 0;15
1674664450.040092241;2023-01-25 16:34:10;-47;0, -15;0, 0;15
