Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1674666400.250303301;2023-01-25 17:06:40;-54;10.55, 7.5;0, 0;12.944
1674666400.563899949;2023-01-25 17:06:40;-55;10.55, 7.5;0, 0;12.944
1674666400.588830060;2023-01-25 17:06:40;-55;10.55, 7.5;0, 0;12.944
1674666400.633892319;2023-01-25 17:06:40;-60;10.55, 7.5;0, 0;12.944
1674666401.288179985;2023-01-25 17:06:41;-56;10.55, 7.5;0, 0;12.944
1674666402.400616911;2023-01-25 17:06:42;-56;10.55, 7.5;0, 0;12.944
1674666402.802350151;2023-01-25 17:06:42;-55;10.55, 7.5;0, 0;12.944
1674666403.454102299;2023-01-25 17:06:43;-57;10.55, 7.5;0, 0;12.944
1674666404.608165632;2023-01-25 17:06:44;-56;10.55, 7.5;0, 0;12.944
1674666405.502868242;2023-01-25 17:06:45;-58;10.55, 7.5;0, 0;12.944
1674666405.523149094;2023-01-25 17:06:45;-58;10.55, 7.5;0, 0;12.944
1674666406.470124871;2023-01-25 17:06:46;-53;10.55, 7.5;0, 0;12.944
1674666406.513867427;2023-01-25 17:06:46;-52;10.55, 7.5;0, 0;12.944
1674666406.533194186;2023-01-25 17:06:46;-52;10.55, 7.5;0, 0;12.944
1674666406.602642056;2023-01-25 17:06:46;-52;10.55, 7.5;0, 0;12.944
1674666406.709554464;2023-01-25 17:06:46;-56;10.55, 7.5;0, 0;12.944
1674666411.417737627;2023-01-25 17:06:51;-57;10.55, 7.5;0, 0;12.944
1674666411.440345146;2023-01-25 17:06:51;-57;10.55, 7.5;0, 0;12.944
1674666411.458225442;2023-01-25 17:06:51;-56;10.55, 7.5;0, 0;12.944
1674666411.754262164;2023-01-25 17:06:51;-56;10.55, 7.5;0, 0;12.944
1674666413.977517959;2023-01-25 17:06:53;-56;10.55, 7.5;0, 0;12.944
1674666413.999848700;2023-01-25 17:06:53;-57;10.55, 7.5;0, 0;12.944
1674666414.901656514;2023-01-25 17:06:54;-59;10.55, 7.5;0, 0;12.944
1674666415.644203162;2023-01-25 17:06:55;-52;10.55, 7.5;0, 0;12.944
1674666415.666670143;2023-01-25 17:06:55;17;10.55, 7.5;0, 0;12.944
1674666416.624200310;2023-01-25 17:06:56;-52;10.55, 7.5;0, 0;12.944
1674666416.647376606;2023-01-25 17:06:56;-53;10.55, 7.5;0, 0;12.944
1674666419.983021233;2023-01-25 17:06:59;-56;10.55, 7.5;0, 0;12.944
1674666420.006503252;2023-01-25 17:07:00;-57;10.55, 7.5;0, 0;12.944
1674666420.378812104;2023-01-25 17:07:00;-56;10.55, 7.5;0, 0;12.944
1674666420.786117640;2023-01-25 17:07:00;-51;10.55, 7.5;0, 0;12.944
1674666420.805824437;2023-01-25 17:07:00;-57;10.55, 7.5;0, 0;12.944
1674666421.618981362;2023-01-25 17:07:01;-57;10.55, 7.5;0, 0;12.944
1674666421.984285695;2023-01-25 17:07:01;-58;10.55, 7.5;0, 0;12.944
1674666422.005468269;2023-01-25 17:07:02;-57;10.55, 7.5;0, 0;12.944
1674666423.161916991;2023-01-25 17:07:03;-71;10.55, 7.5;0, 0;12.944
1674666423.521927805;2023-01-25 17:07:03;-57;10.55, 7.5;0, 0;12.944
1674666423.939270527;2023-01-25 17:07:03;-57;10.55, 7.5;0, 0;12.944
1674666423.961733638;2023-01-25 17:07:03;-57;10.55, 7.5;0, 0;12.944
1674666424.036551416;2023-01-25 17:07:04;-57;10.55, 7.5;0, 0;12.944
1674666425.656009119;2023-01-25 17:07:05;-57;10.55, 7.5;0, 0;12.944
1674666425.673898193;2023-01-25 17:07:05;-58;10.55, 7.5;0, 0;12.944
1674666426.030230285;2023-01-25 17:07:06;-52;10.55, 7.5;0, 0;12.944
1674666432.988976578;2023-01-25 17:07:12;-57;10.55, 7.5;0, 0;12.944
