Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679646651.423353377;2023-03-24 08:30:51;-60;-10.55, -6;0, 0;12.13682413
1679646652.679216802;2023-03-24 08:30:52;-54;-10.55, -6;0, 0;12.13682413
1679646652.930659469;2023-03-24 08:30:52;-55;-10.55, -6;0, 0;12.13682413
1679646652.948612765;2023-03-24 08:30:52;-53;-10.55, -6;0, 0;12.13682413
1679646653.535857506;2023-03-24 08:30:53;-53;-10.55, -6;0, 0;12.13682413
1679646653.554995728;2023-03-24 08:30:53;-52;-10.55, -6;0, 0;12.13682413
1679646653.741134394;2023-03-24 08:30:53;-53;-10.55, -6;0, 0;12.13682413
1679646653.761279191;2023-03-24 08:30:53;-54;-10.55, -6;0, 0;12.13682413
1679646654.003667431;2023-03-24 08:30:54;-63;-10.55, -6;0, 0;12.13682413
1679646654.892402005;2023-03-24 08:30:54;-55;-10.55, -6;0, 0;12.13682413
1679646654.911472301;2023-03-24 08:30:54;-56;-10.55, -6;0, 0;12.13682413
1679646655.064955171;2023-03-24 08:30:55;-59;-10.55, -6;0, 0;12.13682413
1679646655.084362708;2023-03-24 08:30:55;-64;-10.55, -6;0, 0;12.13682413
1679646659.373905743;2023-03-24 08:30:59;-54;-10.55, -6;0, 0;12.13682413
1679646659.393420410;2023-03-24 08:30:59;-54;-10.55, -6;0, 0;12.13682413
1679646659.580841650;2023-03-24 08:30:59;-52;-10.55, -6;0, 0;12.13682413
1679646659.600473409;2023-03-24 08:30:59;-52;-10.55, -6;0, 0;12.13682413
1679646660.201022946;2023-03-24 08:31:00;-54;-10.55, -6;0, 0;12.13682413
1679646660.222516168;2023-03-24 08:31:00;-52;-10.55, -6;0, 0;12.13682413
1679646660.366419279;2023-03-24 08:31:00;-54;-10.55, -6;0, 0;12.13682413
1679646660.386169539;2023-03-24 08:31:00;-52;-10.55, -6;0, 0;12.13682413
1679646661.010034723;2023-03-24 08:31:01;-53;-10.55, -6;0, 0;12.13682413
1679646661.029179020;2023-03-24 08:31:01;-52;-10.55, -6;0, 0;12.13682413
1679646661.157467612;2023-03-24 08:31:01;-52;-10.55, -6;0, 0;12.13682413
1679646661.787126797;2023-03-24 08:31:01;-54;-10.55, -6;0, 0;12.13682413
1679646661.986271890;2023-03-24 08:31:01;-52;-10.55, -6;0, 0;12.13682413
1679646662.005105704;2023-03-24 08:31:02;-54;-10.55, -6;0, 0;12.13682413
1679646662.562284667;2023-03-24 08:31:02;-53;-10.55, -6;0, 0;12.13682413
1679646662.584763537;2023-03-24 08:31:02;-52;-10.55, -6;0, 0;12.13682413
1679646662.606029556;2023-03-24 08:31:02;-55;-10.55, -6;0, 0;12.13682413
1679646662.669150482;2023-03-24 08:31:02;-61;-10.55, -6;0, 0;12.13682413
1679646663.531291000;2023-03-24 08:31:03;-57;-10.55, -6;0, 0;12.13682413
1679646663.860690166;2023-03-24 08:31:03;-57;-10.55, -6;0, 0;12.13682413
1679646664.381273277;2023-03-24 08:31:04;-64;-10.55, -6;0, 0;12.13682413
1679646664.990033795;2023-03-24 08:31:04;-64;-10.55, -6;0, 0;12.13682413
1679646665.010339406;2023-03-24 08:31:05;-64;-10.55, -6;0, 0;12.13682413
1679646671.289257069;2023-03-24 08:31:11;-53;-10.55, -6;0, 0;12.13682413
1679646671.310081051;2023-03-24 08:31:11;-53;-10.55, -6;0, 0;12.13682413
1679646679.889993620;2023-03-24 08:31:19;-54;-10.55, -6;0, 0;12.13682413
1679646679.946332601;2023-03-24 08:31:19;-52;-10.55, -6;0, 0;12.13682413
1679646680.079120916;2023-03-24 08:31:20;-52;-10.55, -6;0, 0;12.13682413
1679646680.100112138;2023-03-24 08:31:20;-52;-10.55, -6;0, 0;12.13682413
1679646691.639303927;2023-03-24 08:31:31;-54;-10.55, -6;0, 0;12.13682413
1679646691.659563613;2023-03-24 08:31:31;-52;-10.55, -6;0, 0;12.13682413
1679646691.682112520;2023-03-24 08:31:31;-55;-10.55, -6;0, 0;12.13682413
1679646691.702437520;2023-03-24 08:31:31;-55;-10.55, -6;0, 0;12.13682413
1679646691.725350742;2023-03-24 08:31:31;-60;-10.55, -6;0, 0;12.13682413
1679646691.745706575;2023-03-24 08:31:31;-60;-10.55, -6;0, 0;12.13682413
1679646692.697204075;2023-03-24 08:31:32;-63;-10.55, -6;0, 0;12.13682413
1679646692.932636519;2023-03-24 08:31:32;-59;-10.55, -6;0, 0;12.13682413
1679646692.951960519;2023-03-24 08:31:32;-57;-10.55, -6;0, 0;12.13682413
1679646693.530328260;2023-03-24 08:31:33;-64;-10.55, -6;0, 0;12.13682413
1679646693.550033686;2023-03-24 08:31:33;-64;-10.55, -6;0, 0;12.13682413
