Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679645660.696188672;2023-03-24 08:14:20;-56;0, -15;0, 0;15
1679645660.710549153;2023-03-24 08:14:20;-55;0, -15;0, 0;15
1679645668.651738315;2023-03-24 08:14:28;-53;0, -15;0, 0;15
1679645668.655107389;2023-03-24 08:14:28;-55;0, -15;0, 0;15
1679645668.981617389;2023-03-24 08:14:28;-56;0, -15;0, 0;15
1679645668.985367055;2023-03-24 08:14:28;-56;0, -15;0, 0;15
1679645668.989135778;2023-03-24 08:14:28;-54;0, -15;0, 0;15
1679645669.010383981;2023-03-24 08:14:29;-55;0, -15;0, 0;15
1679645669.386796370;2023-03-24 08:14:29;-56;0, -15;0, 0;15
1679645669.406448685;2023-03-24 08:14:29;-57;0, -15;0, 0;15
1679645669.810913573;2023-03-24 08:14:29;-56;0, -15;0, 0;15
1679645670.197973592;2023-03-24 08:14:30;-56;0, -15;0, 0;15
1679645670.417719869;2023-03-24 08:14:30;-55;0, -15;0, 0;15
1679645670.436461240;2023-03-24 08:14:30;-54;0, -15;0, 0;15
1679645670.461752536;2023-03-24 08:14:30;-58;0, -15;0, 0;15
1679645670.504129980;2023-03-24 08:14:30;-62;0, -15;0, 0;15
1679645672.123048961;2023-03-24 08:14:32;-55;0, -15;0, 0;15
1679645672.142902368;2023-03-24 08:14:32;-53;0, -15;0, 0;15
1679645672.917267461;2023-03-24 08:14:32;-55;0, -15;0, 0;15
1679645673.752278293;2023-03-24 08:14:33;-64;0, -15;0, 0;15
1679645674.030782145;2023-03-24 08:14:34;-55;0, -15;0, 0;15
1679645674.176731460;2023-03-24 08:14:34;17;0, -15;0, 0;15
1679645674.199250219;2023-03-24 08:14:34;-54;0, -15;0, 0;15
1679645675.089627348;2023-03-24 08:14:35;-56;0, -15;0, 0;15
1679645675.220526441;2023-03-24 08:14:35;-63;0, -15;0, 0;15
1679645675.240706033;2023-03-24 08:14:35;-63;0, -15;0, 0;15
1679645678.547995661;2023-03-24 08:14:38;-55;0, -15;0, 0;15
1679645684.070321065;2023-03-24 08:14:44;-55;0, -15;0, 0;15
1679645684.090519583;2023-03-24 08:14:44;-54;0, -15;0, 0;15
1679645684.644692139;2023-03-24 08:14:44;-58;0, -15;0, 0;15
1679645684.665019416;2023-03-24 08:14:44;-57;0, -15;0, 0;15
1679645689.351125877;2023-03-24 08:14:49;-56;0, -15;0, 0;15
1679645689.371948488;2023-03-24 08:14:49;-54;0, -15;0, 0;15
1679645689.638145191;2023-03-24 08:14:49;-54;0, -15;0, 0;15
1679645690.456560969;2023-03-24 08:14:50;-56;0, -15;0, 0;15
1679645690.478157932;2023-03-24 08:14:50;-54;0, -15;0, 0;15
1679645690.996982505;2023-03-24 08:14:50;-55;0, -15;0, 0;15
1679645691.016325061;2023-03-24 08:14:51;-54;0, -15;0, 0;15
1679645691.285519931;2023-03-24 08:14:51;-56;0, -15;0, 0;15
1679645691.372955783;2023-03-24 08:14:51;-62;0, -15;0, 0;15
1679645692.528169801;2023-03-24 08:14:52;-56;0, -15;0, 0;15
1679645692.547707912;2023-03-24 08:14:52;-56;0, -15;0, 0;15
1679645692.891948782;2023-03-24 08:14:52;-56;0, -15;0, 0;15
1679645692.911517060;2023-03-24 08:14:52;-55;0, -15;0, 0;15
1679645693.680748559;2023-03-24 08:14:53;-55;0, -15;0, 0;15
1679645693.700825615;2023-03-24 08:14:53;-55;0, -15;0, 0;15
1679645693.885712874;2023-03-24 08:14:53;-54;0, -15;0, 0;15
1679645693.905120504;2023-03-24 08:14:53;-54;0, -15;0, 0;15
1679645697.624509890;2023-03-24 08:14:57;-56;0, -15;0, 0;15
1679645698.137586334;2023-03-24 08:14:58;-55;0, -15;0, 0;15
1679645698.486201482;2023-03-24 08:14:58;-55;0, -15;0, 0;15
1679645698.921031686;2023-03-24 08:14:58;-56;0, -15;0, 0;15
1679645699.289957537;2023-03-24 08:14:59;-56;0, -15;0, 0;15
1679645699.309885186;2023-03-24 08:14:59;-54;0, -15;0, 0;15
1679645699.718351056;2023-03-24 08:14:59;-56;0, -15;0, 0;15
1679645700.127664296;2023-03-24 08:15:00;-55;0, -15;0, 0;15
1679645700.505765444;2023-03-24 08:15:00;-55;0, -15;0, 0;15
1679645700.905178333;2023-03-24 08:15:00;-56;0, -15;0, 0;15
1679645701.285208999;2023-03-24 08:15:01;-56;0, -15;0, 0;15
1679645701.703266499;2023-03-24 08:15:01;-56;0, -15;0, 0;15
1679645701.722951203;2023-03-24 08:15:01;-56;0, -15;0, 0;15
1679645702.100171110;2023-03-24 08:15:02;-55;0, -15;0, 0;15
1679645702.119843443;2023-03-24 08:15:02;-54;0, -15;0, 0;15
1679645702.486167239;2023-03-24 08:15:02;-55;0, -15;0, 0;15
1679645702.957881869;2023-03-24 08:15:02;-62;0, -15;0, 0;15
1679645703.270323276;2023-03-24 08:15:03;-55;0, -15;0, 0;15
1679645703.720575813;2023-03-24 08:15:03;-53;0, -15;0, 0;15
1679645703.739898664;2023-03-24 08:15:03;-59;0, -15;0, 0;15
1679645703.764386498;2023-03-24 08:15:03;-54;0, -15;0, 0;15
1679645703.783693683;2023-03-24 08:15:03;-53;0, -15;0, 0;15
1679645703.808159887;2023-03-24 08:15:03;-53;0, -15;0, 0;15
1679645703.895600349;2023-03-24 08:15:03;-52;0, -15;0, 0;15
1679645703.939317349;2023-03-24 08:15:03;-58;0, -15;0, 0;15
1679645703.958652923;2023-03-24 08:15:03;-58;0, -15;0, 0;15
