Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679647571.000766977;2023-03-24 08:46:11;-57;-10.55, 3.8;0, 0;11.21349633
1679647571.021639144;2023-03-24 08:46:11;-54;-10.55, 3.8;0, 0;11.21349633
1679647581.941775452;2023-03-24 08:46:21;-57;-10.55, 3.8;0, 0;11.21349633
1679647581.964317563;2023-03-24 08:46:21;-55;-10.55, 3.8;0, 0;11.21349633
1679647587.407543171;2023-03-24 08:46:27;-57;-10.55, 3.8;0, 0;11.21349633
1679647587.427997819;2023-03-24 08:46:27;-53;-10.55, 3.8;0, 0;11.21349633
1679647593.270154779;2023-03-24 08:46:33;-51;-10.55, 3.8;0, 0;11.21349633
1679647593.290014668;2023-03-24 08:46:33;-51;-10.55, 3.8;0, 0;11.21349633
1679647596.404162758;2023-03-24 08:46:36;-57;-10.55, 3.8;0, 0;11.21349633
1679647596.511682610;2023-03-24 08:46:36;-65;-10.55, 3.8;0, 0;11.21349633
1679647598.271835572;2023-03-24 08:46:38;-57;-10.55, 3.8;0, 0;11.21349633
1679647598.541399572;2023-03-24 08:46:38;-55;-10.55, 3.8;0, 0;11.21349633
1679647598.560682942;2023-03-24 08:46:38;-54;-10.55, 3.8;0, 0;11.21349633
1679647599.732789868;2023-03-24 08:46:39;-57;-10.55, 3.8;0, 0;11.21349633
1679647600.042616201;2023-03-24 08:46:40;-57;-10.55, 3.8;0, 0;11.21349633
1679647600.061369330;2023-03-24 08:46:40;-55;-10.55, 3.8;0, 0;11.21349633
1679647601.020142219;2023-03-24 08:46:41;-57;-10.55, 3.8;0, 0;11.21349633
1679647601.039571385;2023-03-24 08:46:41;-55;-10.55, 3.8;0, 0;11.21349633
1679647602.027682014;2023-03-24 08:46:42;-52;-10.55, 3.8;0, 0;11.21349633
1679647602.815167255;2023-03-24 08:46:42;-51;-10.55, 3.8;0, 0;11.21349633
1679647602.835162884;2023-03-24 08:46:42;-51;-10.55, 3.8;0, 0;11.21349633
