TIMESTAMP;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
Wed Jan 25 16:40:03 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:40:04 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:07 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:08 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:09 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:40:11 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:40:12 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:40:13 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:40:14 2023;-68;0, -15;0, 0;15
Wed Jan 25 16:40:15 2023;-77;0, -15;0, 0;15
Wed Jan 25 16:40:16 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:40:17 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:20 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:21 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:22 2023;-74;0, -15;0, 0;15
Wed Jan 25 16:40:24 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:40:25 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:40:26 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:27 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:40:28 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:29 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:30 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:40:31 2023;-68;0, -15;0, 0;15
Wed Jan 25 16:40:32 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:33 2023;-68;0, -15;0, 0;15
Wed Jan 25 16:40:34 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:40:35 2023;-75;0, -15;0, 0;15
Wed Jan 25 16:40:36 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:40:40 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:41 2023;-69;0, -15;0, 0;15
Wed Jan 25 16:40:43 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:40:44 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:40:45 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:47 2023;-69;0, -15;0, 0;15
Wed Jan 25 16:40:48 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:40:49 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:40:51 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:40:52 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:40:53 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:56 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:40:57 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:40:59 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:41:01 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:41:02 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:03 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:41:04 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:05 2023;-76;0, -15;0, 0;15
Wed Jan 25 16:41:06 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:41:07 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:08 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:41:09 2023;-75;0, -15;0, 0;15
Wed Jan 25 16:41:10 2023;-74;0, -15;0, 0;15
Wed Jan 25 16:41:11 2023;-74;0, -15;0, 0;15
Wed Jan 25 16:41:12 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:13 2023;-75;0, -15;0, 0;15
Wed Jan 25 16:41:14 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:41:15 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:17 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:19 2023;-74;0, -15;0, 0;15
Wed Jan 25 16:41:20 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:21 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:22 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:41:23 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:41:24 2023;-69;0, -15;0, 0;15
Wed Jan 25 16:41:25 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:41:27 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:29 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:41:32 2023;-76;0, -15;0, 0;15
Wed Jan 25 16:41:34 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:35 2023;-75;0, -15;0, 0;15
Wed Jan 25 16:41:36 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:40 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:41 2023;-76;0, -15;0, 0;15
Wed Jan 25 16:41:42 2023;-68;0, -15;0, 0;15
Wed Jan 25 16:41:44 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:41:45 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:41:46 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:48 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:50 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:41:52 2023;-78;0, -15;0, 0;15
Wed Jan 25 16:41:53 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:41:54 2023;-75;0, -15;0, 0;15
Wed Jan 25 16:41:55 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:41:56 2023;-76;0, -15;0, 0;15
Wed Jan 25 16:41:57 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:41:59 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:42:00 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:42:01 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:42:02 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:42:04 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:42:05 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:42:06 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:42:08 2023;-75;0, -15;0, 0;15
Wed Jan 25 16:42:10 2023;-73;0, -15;0, 0;15
Wed Jan 25 16:42:11 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:42:12 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:42:13 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:42:14 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:42:15 2023;-74;0, -15;0, 0;15
Wed Jan 25 16:42:16 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:42:17 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:42:18 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:42:19 2023;-74;0, -15;0, 0;15
Wed Jan 25 16:42:20 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:42:21 2023;-67;0, -15;0, 0;15
Wed Jan 25 16:42:23 2023;-72;0, -15;0, 0;15
Wed Jan 25 16:42:24 2023;-70;0, -15;0, 0;15
Wed Jan 25 16:42:25 2023;-68;0, -15;0, 0;15
Wed Jan 25 16:42:26 2023;-66;0, -15;0, 0;15
Wed Jan 25 16:42:27 2023;-71;0, -15;0, 0;15
Wed Jan 25 16:42:28 2023;-67;0, -15;0, 0;15
