Timestamp;Date ISO;POTENZA_dBm
1679667768.154181517;2023-03-24 14:22:48;-57
1679667768.810036720;2023-03-24 14:22:48;-57
1679667768.967682943;2023-03-24 14:22:48;-57
1679667768.996627869;2023-03-24 14:22:48;-56
1679667769.645540831;2023-03-24 14:22:49;-57
1679667769.802973387;2023-03-24 14:22:49;-55
1679667769.825501831;2023-03-24 14:22:49;-56
1679667770.451825757;2023-03-24 14:22:50;-56
1679667770.613017423;2023-03-24 14:22:50;-55
1679667771.448213867;2023-03-24 14:22:51;-74
1679667771.528104052;2023-03-24 14:22:51;-57
1679667771.553933423;2023-03-24 14:22:51;-57
1679667771.597735034;2023-03-24 14:22:51;-84
1679667772.242967385;2023-03-24 14:22:52;-62
1679667773.731703551;2023-03-24 14:22:53;-51
1679667773.754167236;2023-03-24 14:22:53;-56
1679667776.810473012;2023-03-24 14:22:56;-57
1679667776.832936956;2023-03-24 14:22:56;-56
1679667776.961861475;2023-03-24 14:22:56;-55
1679667776.982959271;2023-03-24 14:22:56;-55
1679667777.164118327;2023-03-24 14:22:57;-57
1679667777.205845215;2023-03-24 14:22:57;-57
1679667777.229012678;2023-03-24 14:22:57;-62
1679667778.977228029;2023-03-24 14:22:58;-57
1679667778.999565585;2023-03-24 14:22:58;-57
1679667779.119470140;2023-03-24 14:22:59;-57
1679667779.875537769;2023-03-24 14:22:59;-54
1679667779.895152399;2023-03-24 14:22:59;-55
1679667780.640506176;2023-03-24 14:23:00;-57
1679667781.333189583;2023-03-24 14:23:01;-56
1679667781.386847991;2023-03-24 14:23:01;-57
1679667782.103035472;2023-03-24 14:23:02;-62
1679667782.379179231;2023-03-24 14:23:02;-54
1679667782.969258545;2023-03-24 14:23:02;17
1679667783.012967842;2023-03-24 14:23:03;-53
1679667783.056519693;2023-03-24 14:23:03;-51
1679667783.075850193;2023-03-24 14:23:03;-53
1679667783.100296545;2023-03-24 14:23:03;-53
1679667783.145267693;2023-03-24 14:23:03;-52
1679667783.232784101;2023-03-24 14:23:03;-57
1679667783.252237842;2023-03-24 14:23:03;-57
1679667783.404224230;2023-03-24 14:23:03;-50
1679667787.233571043;2023-03-24 14:23:07;-57
1679667787.361882913;2023-03-24 14:23:07;-55
1679667788.195597635;2023-03-24 14:23:08;-56
1679667788.376623468;2023-03-24 14:23:08;-57
1679667788.440830375;2023-03-24 14:23:08;-57
1679667788.464066264;2023-03-24 14:23:08;-62
1679667789.907996375;2023-03-24 14:23:09;-57
1679667789.930051634;2023-03-24 14:23:09;-57
1679667790.992802448;2023-03-24 14:23:10;-59
1679667791.082019855;2023-03-24 14:23:11;-57
1679667791.805663207;2023-03-24 14:23:11;-57
1679667791.824984281;2023-03-24 14:23:11;-57
1679667791.858465188;2023-03-24 14:23:11;-55
1679667793.058795650;2023-03-24 14:23:13;-51
1679667793.078050206;2023-03-24 14:23:13;-57
1679667796.716894500;2023-03-24 14:23:16;-57
1679667796.736677000;2023-03-24 14:23:16;-55
1679667796.874414389;2023-03-24 14:23:16;-55
1679667796.898364074;2023-03-24 14:23:16;-55
1679667797.674442037;2023-03-24 14:23:17;-54
1679667798.363414333;2023-03-24 14:23:18;-57
1679667798.502394795;2023-03-24 14:23:18;-57
1679667799.181958536;2023-03-24 14:23:19;-58
1679667799.203497573;2023-03-24 14:23:19;-57
1679667799.303586758;2023-03-24 14:23:19;-55
1679667799.629237850;2023-03-24 14:23:19;-58
1679667799.672971054;2023-03-24 14:23:19;-62
1679667800.972427812;2023-03-24 14:23:20;-56
1679667801.077825423;2023-03-24 14:23:21;-54
1679667802.068696404;2023-03-24 14:23:22;17
1679667802.336259034;2023-03-24 14:23:22;-56
1679667806.855139142;2023-03-24 14:23:26;-57
1679667807.664619086;2023-03-24 14:23:27;-57
1679667807.792003919;2023-03-24 14:23:27;-55
1679667808.466820530;2023-03-24 14:23:28;-57
1679667808.489239271;2023-03-24 14:23:28;-57
1679667808.623301604;2023-03-24 14:23:28;-55
1679667809.165597289;2023-03-24 14:23:29;-62
1679667810.894913547;2023-03-24 14:23:30;-57
1679667811.050898325;2023-03-24 14:23:31;-58
1679667811.289526714;2023-03-24 14:23:31;-59
1679667811.438022195;2023-03-24 14:23:31;-54
1679667816.622867062;2023-03-24 14:23:36;-57
1679667816.732849266;2023-03-24 14:23:36;-55
1679667817.907102821;2023-03-24 14:23:37;-57
1679667817.927229358;2023-03-24 14:23:37;-57
1679667817.974594636;2023-03-24 14:23:37;-54
1679667817.995006987;2023-03-24 14:23:37;-54
1679667819.062133265;2023-03-24 14:23:39;-59
1679667820.133108431;2023-03-24 14:23:40;-59
1679667820.154709375;2023-03-24 14:23:40;-59
1679667820.361902468;2023-03-24 14:23:40;-71
1679667820.381222356;2023-03-24 14:23:40;-62
1679667825.230936335;2023-03-24 14:23:45;-55
1679667825.909932779;2023-03-24 14:23:45;-57
1679667825.934808057;2023-03-24 14:23:45;-58
1679667825.979610686;2023-03-24 14:23:45;-61
1679667826.593469760;2023-03-24 14:23:46;-57
1679667826.767525797;2023-03-24 14:23:46;-57
1679667826.788470704;2023-03-24 14:23:46;-55
1679667827.751049389;2023-03-24 14:23:47;-55
1679667827.924396185;2023-03-24 14:23:47;-57
1679667828.750804203;2023-03-24 14:23:48;-57
1679667829.523805388;2023-03-24 14:23:49;-57
1679667830.214730406;2023-03-24 14:23:50;-57
1679667830.622694073;2023-03-24 14:23:50;-59
1679667830.641407424;2023-03-24 14:23:50;-59
1679667831.315971054;2023-03-24 14:23:51;-54
1679667831.461023165;2023-03-24 14:23:51;-59
1679667831.480748387;2023-03-24 14:23:51;-58
1679667831.937038924;2023-03-24 14:23:51;-56
1679667831.959527998;2023-03-24 14:23:51;-51
1679667831.978840887;2023-03-24 14:23:51;-57
1679667832.002037979;2023-03-24 14:23:52;-51
1679667832.021309942;2023-03-24 14:23:52;-51
1679667832.045720887;2023-03-24 14:23:52;-50
1679667835.413701051;2023-03-24 14:23:55;-57
1679667835.434043292;2023-03-24 14:23:55;-57
1679667835.827309792;2023-03-24 14:23:55;-56
1679667837.021924791;2023-03-24 14:23:57;-57
1679667837.043536217;2023-03-24 14:23:57;-57
1679667837.213344254;2023-03-24 14:23:57;-62
1679667838.813596123;2023-03-24 14:23:58;-57
1679667838.837253864;2023-03-24 14:23:58;-57
1679667840.608791567;2023-03-24 14:24:00;-55
1679667845.476097601;2023-03-24 14:24:05;-57
1679667845.495746175;2023-03-24 14:24:05;-57
1679667846.845493748;2023-03-24 14:24:06;-57
1679667847.227414266;2023-03-24 14:24:07;-57
1679667847.633722729;2023-03-24 14:24:07;-57
1679667848.032410358;2023-03-24 14:24:08;-57
1679667848.052565710;2023-03-24 14:24:08;-57
1679667849.846318968;2023-03-24 14:24:09;-57
1679667850.191909135;2023-03-24 14:24:10;-59
1679667855.542460484;2023-03-24 14:24:15;-70
1679667855.763741354;2023-03-24 14:24:15;-57
1679667857.193781316;2023-03-24 14:24:17;-58
1679667857.451478038;2023-03-24 14:24:17;-57
1679667859.621042055;2023-03-24 14:24:19;-57
1679667859.640371092;2023-03-24 14:24:19;-57
1679667859.685453074;2023-03-24 14:24:19;-55
1679667859.711077351;2023-03-24 14:24:19;-55
1679667859.754815685;2023-03-24 14:24:19;-55
1679667859.842339018;2023-03-24 14:24:19;17
1679667860.368197314;2023-03-24 14:24:20;-54
1679667860.390034944;2023-03-24 14:24:20;-54
1679667864.452934626;2023-03-24 14:24:24;-56
1679667864.475051645;2023-03-24 14:24:24;-53
1679667864.880052015;2023-03-24 14:24:24;-57
1679667865.247294256;2023-03-24 14:24:25;-61
1679667865.266630182;2023-03-24 14:24:25;-62
1679667865.473624681;2023-03-24 14:24:25;-59
1679667865.962525700;2023-03-24 14:24:25;-55
1679667865.981613477;2023-03-24 14:24:25;-59
1679667870.194417290;2023-03-24 14:24:30;-55
1679667870.872599882;2023-03-24 14:24:30;-56
1679667870.892740530;2023-03-24 14:24:30;-55
1679667871.343117826;2023-03-24 14:24:31;-57
1679667872.180695955;2023-03-24 14:24:32;-57
1679667872.897511955;2023-03-24 14:24:32;-57
1679667872.918886881;2023-03-24 14:24:32;-56
1679667874.073909417;2023-03-24 14:24:34;-56
1679667874.093628010;2023-03-24 14:24:34;-57
1679667874.637676750;2023-03-24 14:24:34;-57
1679667874.658013880;2023-03-24 14:24:34;-57
1679667874.738696380;2023-03-24 14:24:34;-58
1679667874.782407083;2023-03-24 14:24:34;-62
1679667875.901397731;2023-03-24 14:24:35;-51
1679667875.921752138;2023-03-24 14:24:35;-51
1679667879.332959710;2023-03-24 14:24:39;-56
1679667879.835197821;2023-03-24 14:24:39;-56
1679667880.297570376;2023-03-24 14:24:40;-57
1679667880.363752339;2023-03-24 14:24:40;-62
1679667880.383077135;2023-03-24 14:24:40;-62
1679667881.032183691;2023-03-24 14:24:41;-57
1679667881.741945024;2023-03-24 14:24:41;-57
1679667882.524001245;2023-03-24 14:24:42;-57
1679667882.543302727;2023-03-24 14:24:42;-57
1679667883.134148356;2023-03-24 14:24:43;-57
1679667883.733963337;2023-03-24 14:24:43;-71
1679667884.371587689;2023-03-24 14:24:44;-57
1679667884.716486688;2023-03-24 14:24:44;-59
1679667884.736698633;2023-03-24 14:24:44;-59
1679667885.493144984;2023-03-24 14:24:45;17
1679667885.783694095;2023-03-24 14:24:45;-51
1679667889.633049630;2023-03-24 14:24:49;-56
1679667889.779068204;2023-03-24 14:24:49;-57
1679667889.802064334;2023-03-24 14:24:49;-57
1679667890.583487241;2023-03-24 14:24:50;-57
1679667891.264101388;2023-03-24 14:24:51;-57
1679667891.284075944;2023-03-24 14:24:51;-56
1679667891.400450740;2023-03-24 14:24:51;-54
1679667891.508859333;2023-03-24 14:24:51;-55
1679667891.578848073;2023-03-24 14:24:51;-62
1679667891.598177295;2023-03-24 14:24:51;-62
1679667892.192061851;2023-03-24 14:24:52;-56
1679667893.105370165;2023-03-24 14:24:53;-57
1679667893.316312906;2023-03-24 14:24:53;-57
1679667893.334611257;2023-03-24 14:24:53;-54
1679667893.870706164;2023-03-24 14:24:53;-57
1679667893.890249294;2023-03-24 14:24:53;-57
1679667895.008919553;2023-03-24 14:24:55;-53
1679667895.337984441;2023-03-24 14:24:55;17
1679667895.356995960;2023-03-24 14:24:55;-58
1679667895.596590682;2023-03-24 14:24:55;-51
1679667895.616244663;2023-03-24 14:24:55;-51
1679667899.252017921;2023-03-24 14:24:59;-57
1679667900.225407920;2023-03-24 14:25:00;-54
1679667900.244283957;2023-03-24 14:25:00;-54
1679667900.904176808;2023-03-24 14:25:00;-57
1679667901.710425493;2023-03-24 14:25:01;-57
1679667901.862020363;2023-03-24 14:25:01;-57
1679667901.888310919;2023-03-24 14:25:01;-57
1679667902.671997307;2023-03-24 14:25:02;-57
1679667902.790900215;2023-03-24 14:25:02;-57
1679667902.815205715;2023-03-24 14:25:02;-62
1679667903.674795770;2023-03-24 14:25:03;-57
1679667905.227968917;2023-03-24 14:25:05;-51
1679667905.440961621;2023-03-24 14:25:05;-57
1679667905.460282824;2023-03-24 14:25:05;-56
1679667908.455830100;2023-03-24 14:25:08;-62
1679667909.092501618;2023-03-24 14:25:09;-57
1679667909.892963396;2023-03-24 14:25:09;-55
1679667910.193016951;2023-03-24 14:25:10;-54
1679667910.833047117;2023-03-24 14:25:10;-57
1679667910.854225895;2023-03-24 14:25:10;-54
1679667911.106770747;2023-03-24 14:25:11;-55
1679667911.130627284;2023-03-24 14:25:11;-55
1679667912.396981061;2023-03-24 14:25:12;-57
1679667912.655931116;2023-03-24 14:25:12;-57
1679667914.336739949;2023-03-24 14:25:14;-53
1679667914.356194337;2023-03-24 14:25:14;-53
1679667914.585722671;2023-03-24 14:25:14;-59
1679667914.714111615;2023-03-24 14:25:14;-56
1679667914.732454022;2023-03-24 14:25:14;-56
1679667918.904040168;2023-03-24 14:25:18;-57
1679667918.925545872;2023-03-24 14:25:18;-57
1679667919.073899890;2023-03-24 14:25:19;-55
1679667919.908224390;2023-03-24 14:25:19;-57
1679667920.555375834;2023-03-24 14:25:20;-57
1679667920.597831389;2023-03-24 14:25:20;-58
1679667920.617162482;2023-03-24 14:25:20;-59
1679667920.660989111;2023-03-24 14:25:20;-61
1679667921.283112000;2023-03-24 14:25:21;-58
1679667923.064651592;2023-03-24 14:25:23;-57
1679667923.285773091;2023-03-24 14:25:23;-54
1679667924.331889924;2023-03-24 14:25:24;-59
1679667924.631842942;2023-03-24 14:25:24;-56
1679667925.082255701;2023-03-24 14:25:25;-57
1679667937.677899416;2023-03-24 14:25:37;-57
1679667937.698828231;2023-03-24 14:25:37;-57
1679667943.185674820;2023-03-24 14:25:43;-53
1679667947.692358169;2023-03-24 14:25:47;-56
1679667947.713335910;2023-03-24 14:25:47;-57
1679667948.569963947;2023-03-24 14:25:48;-57
1679667948.828412928;2023-03-24 14:25:48;-56
1679667949.465077724;2023-03-24 14:25:49;-57
1679667949.618073261;2023-03-24 14:25:49;-55
1679667950.273362001;2023-03-24 14:25:50;-57
1679667950.450588927;2023-03-24 14:25:50;-54
1679667951.114650112;2023-03-24 14:25:51;-57
1679667951.257748038;2023-03-24 14:25:51;-53
1679667951.290990390;2023-03-24 14:25:51;-54
1679667951.933410056;2023-03-24 14:25:51;-57
1679667951.952746185;2023-03-24 14:25:51;-57
1679667952.105870908;2023-03-24 14:25:52;-57
1679667952.459783722;2023-03-24 14:25:52;-57
1679667952.505657092;2023-03-24 14:25:52;-56
1679667952.595695667;2023-03-24 14:25:52;-55
1679667952.639439444;2023-03-24 14:25:52;-59
1679667952.703163685;2023-03-24 14:25:52;-59
1679667953.155961240;2023-03-24 14:25:53;-54
1679667953.175569240;2023-03-24 14:25:53;-53
1679667957.193453867;2023-03-24 14:25:57;-57
1679667957.611099423;2023-03-24 14:25:57;-57
1679667958.016448997;2023-03-24 14:25:58;-57
1679667958.072033460;2023-03-24 14:25:58;-57
1679667958.094672922;2023-03-24 14:25:58;-54
1679667958.115769256;2023-03-24 14:25:58;-59
1679667958.802565070;2023-03-24 14:25:58;-57
1679667959.336768700;2023-03-24 14:25:59;-57
1679667959.947281718;2023-03-24 14:25:59;-57
1679667960.334720273;2023-03-24 14:26:00;-57
1679667960.786255884;2023-03-24 14:26:00;-56
1679667961.169735384;2023-03-24 14:26:01;-57
1679667961.190177772;2023-03-24 14:26:01;-55
1679667961.639168161;2023-03-24 14:26:01;-56
1679667961.995175587;2023-03-24 14:26:01;-58
1679667962.444752438;2023-03-24 14:26:02;-62
1679667962.465289235;2023-03-24 14:26:02;-62
1679667962.718135735;2023-03-24 14:26:02;-55
1679667963.420541753;2023-03-24 14:26:03;-50
1679667966.860905473;2023-03-24 14:26:06;-57
1679667967.488867102;2023-03-24 14:26:07;-57
1679667969.198603268;2023-03-24 14:26:09;-56
1679667969.565177379;2023-03-24 14:26:09;-57
1679667969.586061675;2023-03-24 14:26:09;-57
1679667969.993823971;2023-03-24 14:26:09;-57
1679667970.318362267;2023-03-24 14:26:10;-57
1679667970.381423248;2023-03-24 14:26:10;-57
1679667970.405852730;2023-03-24 14:26:10;-62
1679667970.425251711;2023-03-24 14:26:10;-62
1679667971.844781155;2023-03-24 14:26:11;-57
1679667971.866047544;2023-03-24 14:26:11;-55
1679667972.474887766;2023-03-24 14:26:12;-54
1679667972.494584988;2023-03-24 14:26:12;-54
1679667973.199946876;2023-03-24 14:26:13;-52
1679667973.462377154;2023-03-24 14:26:13;-56
1679667976.722664837;2023-03-24 14:26:16;-57
1679667977.493690855;2023-03-24 14:26:17;-58
1679667978.433667096;2023-03-24 14:26:18;-57
1679667978.453751429;2023-03-24 14:26:18;-57
1679667978.810771781;2023-03-24 14:26:18;-57
1679667979.241141299;2023-03-24 14:26:19;-57
1679667979.261523151;2023-03-24 14:26:19;-57
1679667979.655174947;2023-03-24 14:26:19;-76
1679667980.073980298;2023-03-24 14:26:20;-57
1679667980.506168150;2023-03-24 14:26:20;-56
1679667980.906157594;2023-03-24 14:26:20;-57
1679667981.620964094;2023-03-24 14:26:21;-55
1679667981.664687501;2023-03-24 14:26:21;-60
1679667983.372831926;2023-03-24 14:26:23;-56
1679667983.392116704;2023-03-24 14:26:23;-56
1679667986.867580368;2023-03-24 14:26:26;-57
1679667986.886771202;2023-03-24 14:26:26;-57
1679667987.092592164;2023-03-24 14:26:27;-57
1679667987.965250645;2023-03-24 14:26:27;-56
1679667987.986104979;2023-03-24 14:26:27;-70
1679667988.218855886;2023-03-24 14:26:28;-57
1679667988.242143923;2023-03-24 14:26:28;-62
1679667989.204928071;2023-03-24 14:26:29;-57
1679667989.265377422;2023-03-24 14:26:29;-54
1679667989.287370663;2023-03-24 14:26:29;-54
1679667989.353553348;2023-03-24 14:26:29;-62
1679667990.342768088;2023-03-24 14:26:30;-57
1679667990.362312348;2023-03-24 14:26:30;-57
1679667990.452095737;2023-03-24 14:26:30;-56
1679667991.564123014;2023-03-24 14:26:31;-58
1679667991.906265236;2023-03-24 14:26:31;-53
1679667992.326620458;2023-03-24 14:26:32;-56
1679667996.170086992;2023-03-24 14:26:36;-57
1679667996.189680659;2023-03-24 14:26:36;-57
1679667997.226365270;2023-03-24 14:26:37;-57
1679667997.246437195;2023-03-24 14:26:37;-42
1679667997.421327306;2023-03-24 14:26:37;-56
1679667998.872209694;2023-03-24 14:26:38;-57
1679667998.892122398;2023-03-24 14:26:38;-56
1679667998.992147768;2023-03-24 14:26:38;-54
1679667999.966321694;2023-03-24 14:26:39;-57
1679668000.456340471;2023-03-24 14:26:40;-57
1679668000.479837934;2023-03-24 14:26:40;-57
1679668001.591367489;2023-03-24 14:26:41;-53
1679668001.611092619;2023-03-24 14:26:41;-53
1679668001.876408970;2023-03-24 14:26:41;-54
1679668001.895694526;2023-03-24 14:26:41;-53
1679668002.108852007;2023-03-24 14:26:42;-56
1679668002.129192044;2023-03-24 14:26:42;-56
1679668002.426357933;2023-03-24 14:26:42;-51
1679668002.445653433;2023-03-24 14:26:42;-51
1679668006.036412209;2023-03-24 14:26:46;-59
1679668006.081172431;2023-03-24 14:26:46;-56
1679668006.782267449;2023-03-24 14:26:46;-56
1679668007.841834041;2023-03-24 14:26:47;-57
1679668008.020176541;2023-03-24 14:26:48;-57
1679668008.683998059;2023-03-24 14:26:48;-57
1679668008.703338503;2023-03-24 14:26:48;-57
1679668008.823253003;2023-03-24 14:26:48;-54
1679668009.696484392;2023-03-24 14:26:49;-57
1679668010.336460947;2023-03-24 14:26:50;-57
1679668010.355185799;2023-03-24 14:26:50;-54
1679668010.501465502;2023-03-24 14:26:50;-54
1679668011.447760187;2023-03-24 14:26:51;-54
1679668011.467744335;2023-03-24 14:26:51;-55
1679668011.606359946;2023-03-24 14:26:51;-54
1679668011.889384539;2023-03-24 14:26:51;-59
1679668011.911633094;2023-03-24 14:26:51;-59
1679668011.978728687;2023-03-24 14:26:51;-53
1679668012.021258131;2023-03-24 14:26:52;-52
1679668012.066246298;2023-03-24 14:26:52;-50
1679668012.110034057;2023-03-24 14:26:52;-53
1679668012.129466575;2023-03-24 14:26:52;-52
1679668012.153761631;2023-03-24 14:26:52;-57
1679668012.197508946;2023-03-24 14:26:52;-55
1679668012.473985353;2023-03-24 14:26:52;-57
1679668012.493593372;2023-03-24 14:26:52;-57
1679668015.593296629;2023-03-24 14:26:55;-57
1679668016.255294388;2023-03-24 14:26:56;-57
1679668016.275577832;2023-03-24 14:26:56;-57
1679668016.532753962;2023-03-24 14:26:56;-57
1679668017.050342147;2023-03-24 14:26:57;-57
1679668017.075286739;2023-03-24 14:26:57;-57
1679668018.107788794;2023-03-24 14:26:58;-57
1679668018.322510035;2023-03-24 14:26:58;-56
1679668018.341837090;2023-03-24 14:26:58;-57
1679668018.366397072;2023-03-24 14:26:58;-62
1679668019.502842441;2023-03-24 14:26:59;-57
1679668021.217873200;2023-03-24 14:27:01;-55
1679668021.237679589;2023-03-24 14:27:01;-54
1679668021.499130440;2023-03-24 14:27:01;-56
1679668021.519178033;2023-03-24 14:27:01;-56
1679668021.876877310;2023-03-24 14:27:01;-53
1679668021.896237977;2023-03-24 14:27:01;-52
1679668025.806597975;2023-03-24 14:27:05;-57
1679668026.675606104;2023-03-24 14:27:06;-56
1679668027.063233030;2023-03-24 14:27:07;-56
1679668027.473221492;2023-03-24 14:27:07;-56
1679668027.902880566;2023-03-24 14:27:07;-57
1679668028.373461214;2023-03-24 14:27:08;-56
1679668028.752270473;2023-03-24 14:27:08;-57
1679668029.229514639;2023-03-24 14:27:09;-57
1679668029.255447325;2023-03-24 14:27:09;-54
1679668029.568918824;2023-03-24 14:27:09;-58
1679668029.588222824;2023-03-24 14:27:09;-58
1679668029.613288547;2023-03-24 14:27:09;-62
1679668030.559154287;2023-03-24 14:27:10;-56
1679668031.354180286;2023-03-24 14:27:11;-51
1679668031.374508397;2023-03-24 14:27:11;-51
1679668035.198099414;2023-03-24 14:27:15;-56
1679668035.222004247;2023-03-24 14:27:15;-57
1679668035.263960451;2023-03-24 14:27:15;-76
1679668035.283311821;2023-03-24 14:27:15;-62
1679668036.322208857;2023-03-24 14:27:16;-57
1679668036.452214154;2023-03-24 14:27:16;-57
1679668036.471871339;2023-03-24 14:27:16;-58
1679668037.493009301;2023-03-24 14:27:17;-56
1679668038.215503541;2023-03-24 14:27:18;-57
1679668038.954259171;2023-03-24 14:27:18;-57
1679668038.974730097;2023-03-24 14:27:18;-57
1679668039.730855596;2023-03-24 14:27:19;-57
1679668040.704315299;2023-03-24 14:27:20;-54
1679668040.724270244;2023-03-24 14:27:20;-54
1679668041.092749206;2023-03-24 14:27:21;-52
1679668041.115245299;2023-03-24 14:27:21;-52
1679668041.137746966;2023-03-24 14:27:21;-53
1679668041.226582910;2023-03-24 14:27:21;-52
1679668041.334607132;2023-03-24 14:27:21;-56
1679668044.812317037;2023-03-24 14:27:24;-56
1679668044.834314574;2023-03-24 14:27:24;-57
1679668044.933285537;2023-03-24 14:27:24;-54
1679668045.233411371;2023-03-24 14:27:25;-60
1679668046.184319666;2023-03-24 14:27:26;-51
1679668046.309327296;2023-03-24 14:27:26;-52
1679668046.329225833;2023-03-24 14:27:26;-56
1679668050.281869368;2023-03-24 14:27:30;-57
1679668050.844356441;2023-03-24 14:27:30;-57
1679668050.863815275;2023-03-24 14:27:30;-57
1679668051.402270441;2023-03-24 14:27:31;-57
1679668051.421898756;2023-03-24 14:27:31;-57
1679668052.552779440;2023-03-24 14:27:32;-57
1679668053.198234847;2023-03-24 14:27:33;-57
1679668053.218560366;2023-03-24 14:27:33;-56
1679668053.680665514;2023-03-24 14:27:33;-57
1679668054.353789013;2023-03-24 14:27:34;-57
1679668054.731244643;2023-03-24 14:27:34;-59
1679668054.911697143;2023-03-24 14:27:34;-61
1679668054.931021180;2023-03-24 14:27:34;-60
1679668055.000427754;2023-03-24 14:27:35;-54
1679668055.019876142;2023-03-24 14:27:35;-53
1679668056.166974920;2023-03-24 14:27:36;-57
1679668056.187296049;2023-03-24 14:27:36;-57
1679668059.493221288;2023-03-24 14:27:39;-57
1679668060.093202825;2023-03-24 14:27:40;-57
1679668060.470697954;2023-03-24 14:27:40;-58
1679668060.512951695;2023-03-24 14:27:40;-62
1679668063.013563564;2023-03-24 14:27:43;-57
1679668063.623208415;2023-03-24 14:27:43;-57
1679668064.317231563;2023-03-24 14:27:44;-58
1679668064.723061526;2023-03-24 14:27:44;-55
1679668064.743418544;2023-03-24 14:27:44;-54
1679668065.501156729;2023-03-24 14:27:45;-50
1679668069.003720542;2023-03-24 14:27:49;-72
1679668069.024246319;2023-03-24 14:27:49;-57
1679668069.233336690;2023-03-24 14:27:49;-55
1679668070.492270541;2023-03-24 14:27:50;-57
1679668071.258295392;2023-03-24 14:27:51;-57
1679668071.280836244;2023-03-24 14:27:51;-57
1679668071.476882447;2023-03-24 14:27:51;-53
1679668071.498575207;2023-03-24 14:27:51;-54
1679668071.682276373;2023-03-24 14:27:51;-57
1679668072.234867151;2023-03-24 14:27:52;-57
1679668072.257280503;2023-03-24 14:27:52;-57
1679668072.906196039;2023-03-24 14:27:52;-56
1679668073.382403483;2023-03-24 14:27:53;-57
1679668074.101872483;2023-03-24 14:27:54;-60
1679668074.117198390;2023-03-24 14:27:54;-59
1679668074.367508187;2023-03-24 14:27:54;-54
1679668074.838479779;2023-03-24 14:27:54;-59
1679668074.858514075;2023-03-24 14:27:54;-59
1679668075.114662853;2023-03-24 14:27:55;-51
1679668075.133952205;2023-03-24 14:27:55;-52
1679668078.483111091;2023-03-24 14:27:58;-57
1679668079.883742313;2023-03-24 14:27:59;-57
1679668080.257688905;2023-03-24 14:28:00;-56
1679668080.279684535;2023-03-24 14:28:00;-57
1679668080.673564442;2023-03-24 14:28:00;-57
1679668081.083350090;2023-03-24 14:28:01;-56
1679668081.512156571;2023-03-24 14:28:01;-57
1679668081.912338645;2023-03-24 14:28:01;-57
1679668082.353924904;2023-03-24 14:28:02;-57
1679668082.734566774;2023-03-24 14:28:02;-57
1679668082.927501181;2023-03-24 14:28:02;-57
1679668082.971953181;2023-03-24 14:28:02;-57
1679668082.991268367;2023-03-24 14:28:02;-58
1679668083.015664552;2023-03-24 14:28:03;-62
1679668084.432183977;2023-03-24 14:28:04;-55
1679668084.787180810;2023-03-24 14:28:04;-56
1679668084.806474588;2023-03-24 14:28:04;-56
1679668085.052193569;2023-03-24 14:28:05;-51
1679668088.264680215;2023-03-24 14:28:08;-57
1679668088.286269086;2023-03-24 14:28:08;-56
1679668088.577098697;2023-03-24 14:28:08;-57
1679668088.622062289;2023-03-24 14:28:08;-58
1679668088.641348567;2023-03-24 14:28:08;-58
1679668088.666991900;2023-03-24 14:28:08;-62
1679668088.686311011;2023-03-24 14:28:08;-62
1679668089.555193955;2023-03-24 14:28:09;-57
1679668090.612347714;2023-03-24 14:28:10;-57
1679668091.013484658;2023-03-24 14:28:11;-57
1679668091.444790639;2023-03-24 14:28:11;-57
1679668091.970324250;2023-03-24 14:28:11;-57
1679668091.990073213;2023-03-24 14:28:11;-57
1679668092.593610639;2023-03-24 14:28:12;-57
1679668093.425107564;2023-03-24 14:28:13;-59
1679668093.703541119;2023-03-24 14:28:13;-60
1679668094.091062638;2023-03-24 14:28:14;-59
1679668094.111056397;2023-03-24 14:28:14;-59
1679668094.583309971;2023-03-24 14:28:14;-56
1679668094.602625008;2023-03-24 14:28:14;-56
1679668094.627041360;2023-03-24 14:28:14;-52
1679668094.672031415;2023-03-24 14:28:14;-51
1679668098.417505987;2023-03-24 14:28:18;-56
1679668099.241348949;2023-03-24 14:28:19;-58
1679668099.711098134;2023-03-24 14:28:19;-57
1679668099.731599801;2023-03-24 14:28:19;-57
1679668099.837585153;2023-03-24 14:28:19;-58
1679668099.899055523;2023-03-24 14:28:19;-58
1679668099.941436671;2023-03-24 14:28:19;-62
1679668100.432452115;2023-03-24 14:28:20;-57
1679668100.457755282;2023-03-24 14:28:20;-56
1679668100.972454948;2023-03-24 14:28:20;-58
1679668100.993598097;2023-03-24 14:28:20;-57
1679668101.562396207;2023-03-24 14:28:21;-57
1679668102.395225596;2023-03-24 14:28:22;-58
1679668102.415389262;2023-03-24 14:28:22;-57
1679668102.772474762;2023-03-24 14:28:22;-57
1679668103.461191465;2023-03-24 14:28:23;17
1679668103.481147873;2023-03-24 14:28:23;17
1679668103.876187206;2023-03-24 14:28:23;-59
1679668104.150299113;2023-03-24 14:28:24;-52
1679668104.170086872;2023-03-24 14:28:24;-52
1679668107.627405482;2023-03-24 14:28:27;-58
1679668107.646729352;2023-03-24 14:28:27;-57
1679668108.032413111;2023-03-24 14:28:28;-57
1679668108.464746462;2023-03-24 14:28:28;-57
