Timestamp;Date ISO;Rx Power [dBm]
1679665117.089581190;2023-03-24 13:38:37;-63
1679665117.848644893;2023-03-24 13:38:37;-63
1679665118.135289263;2023-03-24 13:38:38;-62
1679665118.157203356;2023-03-24 13:38:38;-63
1679665119.391204133;2023-03-24 13:38:39;-63
1679665119.698627596;2023-03-24 13:38:39;-63
1679665119.990983596;2023-03-24 13:38:39;-63
1679665120.055205077;2023-03-24 13:38:40;-63
1679665120.079621096;2023-03-24 13:38:40;-70
1679665120.792391280;2023-03-24 13:38:40;-61
1679665121.973932520;2023-03-24 13:38:41;-64
1679665125.629674629;2023-03-24 13:38:45;-63
1679665125.715949981;2023-03-24 13:38:45;-71
1679665127.089239054;2023-03-24 13:38:47;-62
1679665127.352335295;2023-03-24 13:38:47;-61
1679665128.104494294;2023-03-24 13:38:48;-64
1679665128.126176702;2023-03-24 13:38:48;-63
1679665128.550466128;2023-03-24 13:38:48;-63
1679665128.955662572;2023-03-24 13:38:48;-64
1679665129.350374257;2023-03-24 13:38:49;-65
1679665129.736194405;2023-03-24 13:38:49;-63
1679665129.759132497;2023-03-24 13:38:49;-63
1679665130.138590830;2023-03-24 13:38:50;-62
1679665130.157654164;2023-03-24 13:38:50;-64
1679665130.400276886;2023-03-24 13:38:50;-67
1679665130.773710237;2023-03-24 13:38:50;-59
1679665130.792961626;2023-03-24 13:38:50;-61
1679665131.044985719;2023-03-24 13:38:51;-63
1679665131.065438089;2023-03-24 13:38:51;-62
1679665180.828023004;2023-03-24 13:39:40;-62
1679665180.846998596;2023-03-24 13:39:40;-62
1679665181.769733688;2023-03-24 13:39:41;-62
1679665181.870452429;2023-03-24 13:39:41;-61
1679665181.890923929;2023-03-24 13:39:41;-60
1679665182.950465058;2023-03-24 13:39:42;-62
1679665184.019222669;2023-03-24 13:39:44;-65
1679665184.040263020;2023-03-24 13:39:44;-63
1679665184.185151150;2023-03-24 13:39:44;-62
1679665184.206635113;2023-03-24 13:39:44;-71
1679665184.559220168;2023-03-24 13:39:44;-68
1679665184.579473557;2023-03-24 13:39:44;-68
1679665185.597982982;2023-03-24 13:39:45;-64
1679665185.618307131;2023-03-24 13:39:45;-64
1679665191.128031424;2023-03-24 13:39:51;-61
1679665191.148000331;2023-03-24 13:39:51;-61
1679665191.262242627;2023-03-24 13:39:51;-62
1679665191.288484423;2023-03-24 13:39:51;-60
1679665191.330294479;2023-03-24 13:39:51;-63
1679665191.351534720;2023-03-24 13:39:51;-69
1679665191.867001534;2023-03-24 13:39:51;-62
1679665191.888062331;2023-03-24 13:39:51;-62
1679665192.369310608;2023-03-24 13:39:52;-63
1679665194.259279144;2023-03-24 13:39:54;-61
1679665194.278403014;2023-03-24 13:39:54;-63
1679665194.684297533;2023-03-24 13:39:54;-60
1679665198.669561845;2023-03-24 13:39:58;-61
1679665199.427074715;2023-03-24 13:39:59;-62
1679665200.030649918;2023-03-24 13:40:00;-62
1679665200.050132937;2023-03-24 13:40:00;-61
1679665200.203138622;2023-03-24 13:40:00;-60
1679665200.841097603;2023-03-24 13:40:00;-65
1679665201.020079325;2023-03-24 13:40:01;-62
1679665201.821049751;2023-03-24 13:40:01;-61
1679665202.459372324;2023-03-24 13:40:02;-61
1679665202.535409491;2023-03-24 13:40:02;-62
1679665202.559188250;2023-03-24 13:40:02;-59
1679665203.249509268;2023-03-24 13:40:03;-62
1679665203.269395731;2023-03-24 13:40:03;-73
1679665203.378687731;2023-03-24 13:40:03;-56
1679665204.506884193;2023-03-24 13:40:04;17
1679665204.784432952;2023-03-24 13:40:04;-60
1679665210.720746134;2023-03-24 13:40:10;-62
1679665228.295877550;2023-03-24 13:40:28;-61
1679665228.317166420;2023-03-24 13:40:28;-62
1679665228.844371420;2023-03-24 13:40:28;-63
1679665228.930627068;2023-03-24 13:40:28;-69
1679665229.864646549;2023-03-24 13:40:29;-65
1679665230.763754085;2023-03-24 13:40:30;-62
