Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:21;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-77;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:22;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:23;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:24;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-81;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-77;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:25;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-77;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:26;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-77;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-77;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:27;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-78;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-80;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-77;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:28;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:29;-79;-10.55, -7.5;0, 0;12.944
10/05/23 02:29;-80;-10.55, -7.5;0, 0;12.944
