TIMESTAMP;DATA_ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1678961044.079585702;2023-03-16 10:04:04;-74;16.4, 10;4.6, 0;15.46738504
1678961048.907522754;2023-03-16 10:04:08;-73;16.4, 10;4.6, 0;15.46738504
1678961048.927514125;2023-03-16 10:04:08;-71;16.4, 10;4.6, 0;15.46738504
1678961049.488570143;2023-03-16 10:04:09;-71;16.4, 10;4.6, 0;15.46738504
1678961050.402454124;2023-03-16 10:04:10;-73;16.4, 10;4.6, 0;15.46738504
1678961050.423374828;2023-03-16 10:04:10;-70;16.4, 10;4.6, 0;15.46738504
1678961050.706396735;2023-03-16 10:04:10;-72;16.4, 10;4.6, 0;15.46738504
1678961050.727268439;2023-03-16 10:04:10;-70;16.4, 10;4.6, 0;15.46738504
1678961051.634645994;2023-03-16 10:04:11;-72;16.4, 10;4.6, 0;15.46738504
1678961051.887655586;2023-03-16 10:04:11;-71;16.4, 10;4.6, 0;15.46738504
1678961051.909073068;2023-03-16 10:04:11;-72;16.4, 10;4.6, 0;15.46738504
1678961052.796606604;2023-03-16 10:04:12;-70;16.4, 10;4.6, 0;15.46738504
1678961057.928890897;2023-03-16 10:04:17;-72;16.4, 10;4.6, 0;15.46738504
1678961058.393217804;2023-03-16 10:04:18;-71;16.4, 10;4.6, 0;15.46738504
1678961059.402249859;2023-03-16 10:04:19;-72;16.4, 10;4.6, 0;15.46738504
1678961059.657224655;2023-03-16 10:04:19;-72;16.4, 10;4.6, 0;15.46738504
1678961060.279744100;2023-03-16 10:04:20;-73;16.4, 10;4.6, 0;15.46738504
1678961060.299735563;2023-03-16 10:04:20;-71;16.4, 10;4.6, 0;15.46738504
1678961060.500987211;2023-03-16 10:04:20;-71;16.4, 10;4.6, 0;15.46738504
1678961060.520917914;2023-03-16 10:04:20;-73;16.4, 10;4.6, 0;15.46738504
1678961061.311975654;2023-03-16 10:04:21;-75;16.4, 10;4.6, 0;15.46738504
1678961062.121194821;2023-03-16 10:04:22;-74;16.4, 10;4.6, 0;15.46738504
1678961062.211441117;2023-03-16 10:04:22;-71;16.4, 10;4.6, 0;15.46738504
1678961062.230459135;2023-03-16 10:04:22;-71;16.4, 10;4.6, 0;15.46738504
1678961063.531472061;2023-03-16 10:04:23;-69;16.4, 10;4.6, 0;15.46738504
1678961064.430786745;2023-03-16 10:04:24;-71;16.4, 10;4.6, 0;15.46738504
1678961064.474507338;2023-03-16 10:04:24;-73;16.4, 10;4.6, 0;15.46738504
1678961067.663569669;2023-03-16 10:04:27;-68;16.4, 10;4.6, 0;15.46738504
1678961067.719863540;2023-03-16 10:04:27;-72;16.4, 10;4.6, 0;15.46738504
1678961068.458330391;2023-03-16 10:04:28;-73;16.4, 10;4.6, 0;15.46738504
1678961068.476005280;2023-03-16 10:04:28;-71;16.4, 10;4.6, 0;15.46738504
1678961069.214961742;2023-03-16 10:04:29;-71;16.4, 10;4.6, 0;15.46738504
1678961069.236066131;2023-03-16 10:04:29;-72;16.4, 10;4.6, 0;15.46738504
1678961069.614832853;2023-03-16 10:04:29;-71;16.4, 10;4.6, 0;15.46738504
1678961069.633744724;2023-03-16 10:04:29;-71;16.4, 10;4.6, 0;15.46738504
1678961070.901889019;2023-03-16 10:04:30;-74;16.4, 10;4.6, 0;15.46738504
1678961070.923945982;2023-03-16 10:04:30;-73;16.4, 10;4.6, 0;15.46738504
1678961070.957323908;2023-03-16 10:04:30;-71;16.4, 10;4.6, 0;15.46738504
1678961070.976693334;2023-03-16 10:04:30;-71;16.4, 10;4.6, 0;15.46738504
1678961071.752624408;2023-03-16 10:04:31;-74;16.4, 10;4.6, 0;15.46738504
1678961071.772647111;2023-03-16 10:04:31;-70;16.4, 10;4.6, 0;15.46738504
1678961072.532684370;2023-03-16 10:04:32;-72;16.4, 10;4.6, 0;15.46738504
1678961079.765353384;2023-03-16 10:04:39;-71;16.4, 10;4.6, 0;15.46738504
1678961079.868099551;2023-03-16 10:04:39;-71;16.4, 10;4.6, 0;15.46738504
1678961101.555198649;2023-03-16 10:05:01;-73;16.4, 10;4.6, 0;15.46738504
1678961101.572476890;2023-03-16 10:05:01;-72;16.4, 10;4.6, 0;15.46738504
1678961107.142964572;2023-03-16 10:05:07;-72;16.4, 10;4.6, 0;15.46738504
1678961107.162298979;2023-03-16 10:05:07;-72;16.4, 10;4.6, 0;15.46738504
1678961108.158846293;2023-03-16 10:05:08;-74;16.4, 10;4.6, 0;15.46738504
1678961108.247490145;2023-03-16 10:05:08;-71;16.4, 10;4.6, 0;15.46738504
