TIMESTAMP;DATA_ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1678963126.534254701;2023-03-16 10:38:46;-63;-0.4, 15;4.6, 0;15.8113883
1678963126.552137720;2023-03-16 10:38:46;-62;-0.4, 15;4.6, 0;15.8113883
1678963126.596661553;2023-03-16 10:38:46;-61;-0.4, 15;4.6, 0;15.8113883
1678963126.716472257;2023-03-16 10:38:46;-64;-0.4, 15;4.6, 0;15.8113883
1678963127.420617682;2023-03-16 10:38:47;-67;-0.4, 15;4.6, 0;15.8113883
1678963127.577914275;2023-03-16 10:38:47;-60;-0.4, 15;4.6, 0;15.8113883
1678963127.600648219;2023-03-16 10:38:47;-60;-0.4, 15;4.6, 0;15.8113883
1678963127.807878164;2023-03-16 10:38:47;-60;-0.4, 15;4.6, 0;15.8113883
1678963127.834529182;2023-03-16 10:38:47;-61;-0.4, 15;4.6, 0;15.8113883
1678963128.210905052;2023-03-16 10:38:48;-57;-0.4, 15;4.6, 0;15.8113883
1678963128.236479274;2023-03-16 10:38:48;-56;-0.4, 15;4.6, 0;15.8113883
1678963131.784200013;2023-03-16 10:38:51;-62;-0.4, 15;4.6, 0;15.8113883
1678963131.803427643;2023-03-16 10:38:51;-62;-0.4, 15;4.6, 0;15.8113883
1678963132.978896142;2023-03-16 10:38:52;-63;-0.4, 15;4.6, 0;15.8113883
1678963133.000428420;2023-03-16 10:38:53;-62;-0.4, 15;4.6, 0;15.8113883
1678963133.925759456;2023-03-16 10:38:53;-63;-0.4, 15;4.6, 0;15.8113883
1678963133.944786697;2023-03-16 10:38:53;-63;-0.4, 15;4.6, 0;15.8113883
1678963134.184722771;2023-03-16 10:38:54;-62;-0.4, 15;4.6, 0;15.8113883
1678963135.115757585;2023-03-16 10:38:55;-63;-0.4, 15;4.6, 0;15.8113883
1678963135.135062215;2023-03-16 10:38:55;-64;-0.4, 15;4.6, 0;15.8113883
1678963136.135254770;2023-03-16 10:38:56;-64;-0.4, 15;4.6, 0;15.8113883
1678963136.157838418;2023-03-16 10:38:56;-64;-0.4, 15;4.6, 0;15.8113883
1678963136.177168418;2023-03-16 10:38:56;-64;-0.4, 15;4.6, 0;15.8113883
1678963138.326727454;2023-03-16 10:38:58;-57;-0.4, 15;4.6, 0;15.8113883
1678963138.346631991;2023-03-16 10:38:58;-57;-0.4, 15;4.6, 0;15.8113883
1678963141.724023229;2023-03-16 10:39:01;-63;-0.4, 15;4.6, 0;15.8113883
1678963141.789048137;2023-03-16 10:39:01;-69;-0.4, 15;4.6, 0;15.8113883
1678963142.557802766;2023-03-16 10:39:02;-64;-0.4, 15;4.6, 0;15.8113883
1678963142.639824284;2023-03-16 10:39:02;-64;-0.4, 15;4.6, 0;15.8113883
1678963143.664082691;2023-03-16 10:39:03;-63;-0.4, 15;4.6, 0;15.8113883
1678963143.758182969;2023-03-16 10:39:03;-63;-0.4, 15;4.6, 0;15.8113883
1678963143.779292487;2023-03-16 10:39:03;-60;-0.4, 15;4.6, 0;15.8113883
1678963144.776586765;2023-03-16 10:39:04;-64;-0.4, 15;4.6, 0;15.8113883
1678963145.494950931;2023-03-16 10:39:05;-63;-0.4, 15;4.6, 0;15.8113883
1678963145.595596208;2023-03-16 10:39:05;-61;-0.4, 15;4.6, 0;15.8113883
1678963146.372576171;2023-03-16 10:39:06;-63;-0.4, 15;4.6, 0;15.8113883
1678963146.565600338;2023-03-16 10:39:06;-63;-0.4, 15;4.6, 0;15.8113883
1678963146.585647393;2023-03-16 10:39:06;-63;-0.4, 15;4.6, 0;15.8113883
1678963146.855698448;2023-03-16 10:39:06;-65;-0.4, 15;4.6, 0;15.8113883
1678963147.480396967;2023-03-16 10:39:07;-65;-0.4, 15;4.6, 0;15.8113883
1678963147.569119652;2023-03-16 10:39:07;17;-0.4, 15;4.6, 0;15.8113883
1678963147.614215078;2023-03-16 10:39:07;-57;-0.4, 15;4.6, 0;15.8113883
1678963147.700320004;2023-03-16 10:39:07;-64;-0.4, 15;4.6, 0;15.8113883
1678963147.745875411;2023-03-16 10:39:07;-61;-0.4, 15;4.6, 0;15.8113883
1678963147.767864855;2023-03-16 10:39:07;-62;-0.4, 15;4.6, 0;15.8113883
1678963151.615004909;2023-03-16 10:39:11;-63;-0.4, 15;4.6, 0;15.8113883
1678963151.634933501;2023-03-16 10:39:11;-64;-0.4, 15;4.6, 0;15.8113883
1678963151.801795408;2023-03-16 10:39:11;-62;-0.4, 15;4.6, 0;15.8113883
1678963151.823865001;2023-03-16 10:39:11;-61;-0.4, 15;4.6, 0;15.8113883
1678963152.728102445;2023-03-16 10:39:12;-63;-0.4, 15;4.6, 0;15.8113883
1678963152.939138297;2023-03-16 10:39:12;-63;-0.4, 15;4.6, 0;15.8113883
1678963153.002867389;2023-03-16 10:39:13;-65;-0.4, 15;4.6, 0;15.8113883
1678963153.685620630;2023-03-16 10:39:13;-63;-0.4, 15;4.6, 0;15.8113883
1678963153.705003852;2023-03-16 10:39:13;-62;-0.4, 15;4.6, 0;15.8113883
1678963154.556116351;2023-03-16 10:39:14;-64;-0.4, 15;4.6, 0;15.8113883
1678963154.576907722;2023-03-16 10:39:14;-62;-0.4, 15;4.6, 0;15.8113883
1678963155.350690277;2023-03-16 10:39:15;-64;-0.4, 15;4.6, 0;15.8113883
1678963155.574368091;2023-03-16 10:39:15;-63;-0.4, 15;4.6, 0;15.8113883
1678963156.172189461;2023-03-16 10:39:16;-63;-0.4, 15;4.6, 0;15.8113883
1678963156.191525110;2023-03-16 10:39:16;-63;-0.4, 15;4.6, 0;15.8113883
1678963156.648163554;2023-03-16 10:39:16;-65;-0.4, 15;4.6, 0;15.8113883
1678963156.672331202;2023-03-16 10:39:16;-65;-0.4, 15;4.6, 0;15.8113883
1678963157.582259664;2023-03-16 10:39:17;-58;-0.4, 15;4.6, 0;15.8113883
1678963157.728603238;2023-03-16 10:39:17;-62;-0.4, 15;4.6, 0;15.8113883
1678963160.879221199;2023-03-16 10:39:20;-62;-0.4, 15;4.6, 0;15.8113883
1678963160.896977236;2023-03-16 10:39:20;-62;-0.4, 15;4.6, 0;15.8113883
1678963162.180661699;2023-03-16 10:39:22;-61;-0.4, 15;4.6, 0;15.8113883
1678963162.394496180;2023-03-16 10:39:22;-62;-0.4, 15;4.6, 0;15.8113883
1678963162.413725235;2023-03-16 10:39:22;-61;-0.4, 15;4.6, 0;15.8113883
1678963163.103747994;2023-03-16 10:39:23;-64;-0.4, 15;4.6, 0;15.8113883
1678963163.127310087;2023-03-16 10:39:23;-62;-0.4, 15;4.6, 0;15.8113883
1678963164.048530475;2023-03-16 10:39:24;-63;-0.4, 15;4.6, 0;15.8113883
1678963164.239835586;2023-03-16 10:39:24;-64;-0.4, 15;4.6, 0;15.8113883
1678963164.306727808;2023-03-16 10:39:24;-68;-0.4, 15;4.6, 0;15.8113883
1678963164.326094975;2023-03-16 10:39:24;-68;-0.4, 15;4.6, 0;15.8113883
1678963166.133236770;2023-03-16 10:39:26;-65;-0.4, 15;4.6, 0;15.8113883
1678963166.159506974;2023-03-16 10:39:26;-65;-0.4, 15;4.6, 0;15.8113883
1678963166.339673733;2023-03-16 10:39:26;-61;-0.4, 15;4.6, 0;15.8113883
1678963166.359252992;2023-03-16 10:39:26;-60;-0.4, 15;4.6, 0;15.8113883
1678963167.274264103;2023-03-16 10:39:27;-57;-0.4, 15;4.6, 0;15.8113883
1678963167.397268288;2023-03-16 10:39:27;-58;-0.4, 15;4.6, 0;15.8113883
1678963167.417360195;2023-03-16 10:39:27;-59;-0.4, 15;4.6, 0;15.8113883
1678963170.854721064;2023-03-16 10:39:30;-64;-0.4, 15;4.6, 0;15.8113883
1678963170.877357971;2023-03-16 10:39:30;-62;-0.4, 15;4.6, 0;15.8113883
1678963170.923317638;2023-03-16 10:39:30;-61;-0.4, 15;4.6, 0;15.8113883
1678963172.749593452;2023-03-16 10:39:32;-63;-0.4, 15;4.6, 0;15.8113883
1678963172.768359007;2023-03-16 10:39:32;-63;-0.4, 15;4.6, 0;15.8113883
1678963172.885437433;2023-03-16 10:39:32;-60;-0.4, 15;4.6, 0;15.8113883
1678963172.904945674;2023-03-16 10:39:32;-62;-0.4, 15;4.6, 0;15.8113883
1678963173.868423155;2023-03-16 10:39:33;-64;-0.4, 15;4.6, 0;15.8113883
1678963173.889284618;2023-03-16 10:39:33;-61;-0.4, 15;4.6, 0;15.8113883
1678963174.062175117;2023-03-16 10:39:34;-63;-0.4, 15;4.6, 0;15.8113883
1678963174.761297932;2023-03-16 10:39:34;-63;-0.4, 15;4.6, 0;15.8113883
1678963174.779735728;2023-03-16 10:39:34;-63;-0.4, 15;4.6, 0;15.8113883
1678963174.865691747;2023-03-16 10:39:34;-61;-0.4, 15;4.6, 0;15.8113883
1678963175.474950117;2023-03-16 10:39:35;-63;-0.4, 15;4.6, 0;15.8113883
1678963175.580587765;2023-03-16 10:39:35;-68;-0.4, 15;4.6, 0;15.8113883
1678963180.600475447;2023-03-16 10:39:40;-64;-0.4, 15;4.6, 0;15.8113883
1678963181.004779224;2023-03-16 10:39:41;-63;-0.4, 15;4.6, 0;15.8113883
1678963181.025921002;2023-03-16 10:39:41;-61;-0.4, 15;4.6, 0;15.8113883
1678963181.116963632;2023-03-16 10:39:41;-62;-0.4, 15;4.6, 0;15.8113883
1678963181.136868409;2023-03-16 10:39:41;-65;-0.4, 15;4.6, 0;15.8113883
1678963181.180902521;2023-03-16 10:39:41;-69;-0.4, 15;4.6, 0;15.8113883
1678963182.298352446;2023-03-16 10:39:42;-63;-0.4, 15;4.6, 0;15.8113883
1678963183.248391723;2023-03-16 10:39:43;-63;-0.4, 15;4.6, 0;15.8113883
1678963184.513286482;2023-03-16 10:39:44;-63;-0.4, 15;4.6, 0;15.8113883
1678963184.931574259;2023-03-16 10:39:44;-63;-0.4, 15;4.6, 0;15.8113883
1678963185.347226037;2023-03-16 10:39:45;-64;-0.4, 15;4.6, 0;15.8113883
1678963186.044698684;2023-03-16 10:39:46;-60;-0.4, 15;4.6, 0;15.8113883
1678963190.095343960;2023-03-16 10:39:50;-63;-0.4, 15;4.6, 0;15.8113883
1678963190.114855737;2023-03-16 10:39:50;-61;-0.4, 15;4.6, 0;15.8113883
1678963190.648177830;2023-03-16 10:39:50;-69;-0.4, 15;4.6, 0;15.8113883
1678963191.304743885;2023-03-16 10:39:51;-63;-0.4, 15;4.6, 0;15.8113883
1678963191.327769403;2023-03-16 10:39:51;-64;-0.4, 15;4.6, 0;15.8113883
1678963191.807624459;2023-03-16 10:39:51;-63;-0.4, 15;4.6, 0;15.8113883
1678963192.490858273;2023-03-16 10:39:52;-63;-0.4, 15;4.6, 0;15.8113883
1678963192.964865921;2023-03-16 10:39:52;-63;-0.4, 15;4.6, 0;15.8113883
1678963193.665722921;2023-03-16 10:39:53;-62;-0.4, 15;4.6, 0;15.8113883
1678963194.122549717;2023-03-16 10:39:54;-63;-0.4, 15;4.6, 0;15.8113883
1678963194.148450957;2023-03-16 10:39:54;-61;-0.4, 15;4.6, 0;15.8113883
1678963205.537029488;2023-03-16 10:40:05;-60;-0.4, 15;4.6, 0;15.8113883
1678963211.256173595;2023-03-16 10:40:11;-64;-0.4, 15;4.6, 0;15.8113883
1678963211.276585632;2023-03-16 10:40:11;-61;-0.4, 15;4.6, 0;15.8113883
1678963212.239310224;2023-03-16 10:40:12;-64;-0.4, 15;4.6, 0;15.8113883
1678963212.538729335;2023-03-16 10:40:12;-62;-0.4, 15;4.6, 0;15.8113883
1678963212.558494983;2023-03-16 10:40:12;-62;-0.4, 15;4.6, 0;15.8113883
1678963213.039677983;2023-03-16 10:40:13;-64;-0.4, 15;4.6, 0;15.8113883
1678963213.058990390;2023-03-16 10:40:13;-65;-0.4, 15;4.6, 0;15.8113883
1678963213.084681298;2023-03-16 10:40:13;-68;-0.4, 15;4.6, 0;15.8113883
1678963219.216387942;2023-03-16 10:40:19;-63;-0.4, 15;4.6, 0;15.8113883
1678963219.235883202;2023-03-16 10:40:19;-61;-0.4, 15;4.6, 0;15.8113883
1678963219.670445164;2023-03-16 10:40:19;-63;-0.4, 15;4.6, 0;15.8113883
1678963219.692210461;2023-03-16 10:40:19;-63;-0.4, 15;4.6, 0;15.8113883
1678963219.714722442;2023-03-16 10:40:19;-64;-0.4, 15;4.6, 0;15.8113883
1678963219.759738442;2023-03-16 10:40:19;-69;-0.4, 15;4.6, 0;15.8113883
1678963220.354988349;2023-03-16 10:40:20;-64;-0.4, 15;4.6, 0;15.8113883
1678963220.846903145;2023-03-16 10:40:20;-63;-0.4, 15;4.6, 0;15.8113883
1678963221.462494589;2023-03-16 10:40:21;-63;-0.4, 15;4.6, 0;15.8113883
1678963221.482792497;2023-03-16 10:40:21;-61;-0.4, 15;4.6, 0;15.8113883
1678963222.238961107;2023-03-16 10:40:22;-63;-0.4, 15;4.6, 0;15.8113883
1678963222.256268126;2023-03-16 10:40:22;-64;-0.4, 15;4.6, 0;15.8113883
1678963223.006230273;2023-03-16 10:40:23;-64;-0.4, 15;4.6, 0;15.8113883
1678963223.026112885;2023-03-16 10:40:23;-62;-0.4, 15;4.6, 0;15.8113883
1678963223.386251829;2023-03-16 10:40:23;-62;-0.4, 15;4.6, 0;15.8113883
1678963223.405531569;2023-03-16 10:40:23;-62;-0.4, 15;4.6, 0;15.8113883
1678963224.993777883;2023-03-16 10:40:24;17;-0.4, 15;4.6, 0;15.8113883
1678963225.017280606;2023-03-16 10:40:25;-60;-0.4, 15;4.6, 0;15.8113883
1678963225.148805254;2023-03-16 10:40:25;-71;-0.4, 15;4.6, 0;15.8113883
1678963225.172045087;2023-03-16 10:40:25;-64;-0.4, 15;4.6, 0;15.8113883
1678963225.658791624;2023-03-16 10:40:25;-62;-0.4, 15;4.6, 0;15.8113883
1678963225.702306809;2023-03-16 10:40:25;-58;-0.4, 15;4.6, 0;15.8113883
1678963225.728526883;2023-03-16 10:40:25;-62;-0.4, 15;4.6, 0;15.8113883
1678963225.747278513;2023-03-16 10:40:25;-58;-0.4, 15;4.6, 0;15.8113883
1678963225.792319198;2023-03-16 10:40:25;-55;-0.4, 15;4.6, 0;15.8113883
1678963229.007579474;2023-03-16 10:40:29;-63;-0.4, 15;4.6, 0;15.8113883
1678963229.198833362;2023-03-16 10:40:29;-64;-0.4, 15;4.6, 0;15.8113883
1678963230.528789528;2023-03-16 10:40:30;-63;-0.4, 15;4.6, 0;15.8113883
1678963230.747044547;2023-03-16 10:40:30;-63;-0.4, 15;4.6, 0;15.8113883
1678963230.886767880;2023-03-16 10:40:30;-62;-0.4, 15;4.6, 0;15.8113883
1678963230.908620491;2023-03-16 10:40:30;-61;-0.4, 15;4.6, 0;15.8113883
1678963230.977328602;2023-03-16 10:40:30;-69;-0.4, 15;4.6, 0;15.8113883
1678963231.526294731;2023-03-16 10:40:31;-63;-0.4, 15;4.6, 0;15.8113883
1678963231.547659213;2023-03-16 10:40:31;-64;-0.4, 15;4.6, 0;15.8113883
1678963232.195156472;2023-03-16 10:40:32;-64;-0.4, 15;4.6, 0;15.8113883
1678963232.715165657;2023-03-16 10:40:32;-63;-0.4, 15;4.6, 0;15.8113883
1678963232.734977379;2023-03-16 10:40:32;-62;-0.4, 15;4.6, 0;15.8113883
1678963233.191561619;2023-03-16 10:40:33;-63;-0.4, 15;4.6, 0;15.8113883
1678963233.210090971;2023-03-16 10:40:33;-61;-0.4, 15;4.6, 0;15.8113883
1678963233.563052804;2023-03-16 10:40:33;-64;-0.4, 15;4.6, 0;15.8113883
1678963234.392141211;2023-03-16 10:40:34;-61;-0.4, 15;4.6, 0;15.8113883
1678963234.827658600;2023-03-16 10:40:34;-60;-0.4, 15;4.6, 0;15.8113883
1678963235.523877822;2023-03-16 10:40:35;-59;-0.4, 15;4.6, 0;15.8113883
1678963235.546568747;2023-03-16 10:40:35;-57;-0.4, 15;4.6, 0;15.8113883
1678963238.813875079;2023-03-16 10:40:38;-64;-0.4, 15;4.6, 0;15.8113883
1678963239.286222708;2023-03-16 10:40:39;-63;-0.4, 15;4.6, 0;15.8113883
1678963239.646826726;2023-03-16 10:40:39;-63;-0.4, 15;4.6, 0;15.8113883
1678963239.667626652;2023-03-16 10:40:39;-61;-0.4, 15;4.6, 0;15.8113883
1678963240.145349134;2023-03-16 10:40:40;-62;-0.4, 15;4.6, 0;15.8113883
1678963240.476469689;2023-03-16 10:40:40;-63;-0.4, 15;4.6, 0;15.8113883
1678963240.497767393;2023-03-16 10:40:40;-64;-0.4, 15;4.6, 0;15.8113883
1678963241.692747225;2023-03-16 10:40:41;-63;-0.4, 15;4.6, 0;15.8113883
1678963241.712579836;2023-03-16 10:40:41;-61;-0.4, 15;4.6, 0;15.8113883
1678963242.127944503;2023-03-16 10:40:42;-63;-0.4, 15;4.6, 0;15.8113883
1678963242.149893095;2023-03-16 10:40:42;-61;-0.4, 15;4.6, 0;15.8113883
1678963242.218743669;2023-03-16 10:40:42;-68;-0.4, 15;4.6, 0;15.8113883
1678963243.574086483;2023-03-16 10:40:43;-63;-0.4, 15;4.6, 0;15.8113883
1678963243.595180132;2023-03-16 10:40:43;-62;-0.4, 15;4.6, 0;15.8113883
1678963244.112997928;2023-03-16 10:40:44;-67;-0.4, 15;4.6, 0;15.8113883
1678963244.842694223;2023-03-16 10:40:44;-65;-0.4, 15;4.6, 0;15.8113883
1678963244.866604464;2023-03-16 10:40:44;17;-0.4, 15;4.6, 0;15.8113883
1678963245.126546964;2023-03-16 10:40:45;-62;-0.4, 15;4.6, 0;15.8113883
1678963245.157200853;2023-03-16 10:40:45;-62;-0.4, 15;4.6, 0;15.8113883
1678963245.322666593;2023-03-16 10:40:45;-57;-0.4, 15;4.6, 0;15.8113883
1678963245.343970482;2023-03-16 10:40:45;-59;-0.4, 15;4.6, 0;15.8113883
1678963248.871491351;2023-03-16 10:40:48;-64;-0.4, 15;4.6, 0;15.8113883
1678963248.890334054;2023-03-16 10:40:48;-61;-0.4, 15;4.6, 0;15.8113883
1678963249.000459091;2023-03-16 10:40:49;-61;-0.4, 15;4.6, 0;15.8113883
1678963249.021556443;2023-03-16 10:40:49;-61;-0.4, 15;4.6, 0;15.8113883
1678963249.902216424;2023-03-16 10:40:49;-63;-0.4, 15;4.6, 0;15.8113883
1678963249.920903739;2023-03-16 10:40:49;-61;-0.4, 15;4.6, 0;15.8113883
1678963250.056412591;2023-03-16 10:40:50;-62;-0.4, 15;4.6, 0;15.8113883
1678963250.625044831;2023-03-16 10:40:50;-69;-0.4, 15;4.6, 0;15.8113883
1678963251.655810590;2023-03-16 10:40:51;-63;-0.4, 15;4.6, 0;15.8113883
1678963251.674011460;2023-03-16 10:40:51;-61;-0.4, 15;4.6, 0;15.8113883
1678963251.780259571;2023-03-16 10:40:51;-62;-0.4, 15;4.6, 0;15.8113883
1678963252.854338367;2023-03-16 10:40:52;-63;-0.4, 15;4.6, 0;15.8113883
1678963252.977742663;2023-03-16 10:40:52;-62;-0.4, 15;4.6, 0;15.8113883
1678963254.430974440;2023-03-16 10:40:54;-75;-0.4, 15;4.6, 0;15.8113883
1678963254.562795106;2023-03-16 10:40:54;-64;-0.4, 15;4.6, 0;15.8113883
1678963254.582377625;2023-03-16 10:40:54;-65;-0.4, 15;4.6, 0;15.8113883
1678963259.901685788;2023-03-16 10:40:59;-64;-0.4, 15;4.6, 0;15.8113883
1678963271.920030652;2023-03-16 10:41:11;-64;-0.4, 15;4.6, 0;15.8113883
1678963271.939501115;2023-03-16 10:41:11;-62;-0.4, 15;4.6, 0;15.8113883
1678963272.933737207;2023-03-16 10:41:12;-63;-0.4, 15;4.6, 0;15.8113883
1678963272.957963947;2023-03-16 10:41:12;-61;-0.4, 15;4.6, 0;15.8113883
1678963272.990098670;2023-03-16 10:41:12;-61;-0.4, 15;4.6, 0;15.8113883
1678963273.009528503;2023-03-16 10:41:13;-61;-0.4, 15;4.6, 0;15.8113883
1678963273.033286170;2023-03-16 10:41:13;-65;-0.4, 15;4.6, 0;15.8113883
1678963273.118976632;2023-03-16 10:41:13;-70;-0.4, 15;4.6, 0;15.8113883
1678963274.269248224;2023-03-16 10:41:14;-64;-0.4, 15;4.6, 0;15.8113883
1678963274.289735576;2023-03-16 10:41:14;-65;-0.4, 15;4.6, 0;15.8113883
1678963278.359213352;2023-03-16 10:41:18;-63;-0.4, 15;4.6, 0;15.8113883
1678963278.646532277;2023-03-16 10:41:18;-64;-0.4, 15;4.6, 0;15.8113883
1678963278.669068129;2023-03-16 10:41:18;-65;-0.4, 15;4.6, 0;15.8113883
1678963280.055924943;2023-03-16 10:41:20;-63;-0.4, 15;4.6, 0;15.8113883
1678963280.906360887;2023-03-16 10:41:20;-63;-0.4, 15;4.6, 0;15.8113883
1678963281.635492201;2023-03-16 10:41:21;-63;-0.4, 15;4.6, 0;15.8113883
