TIMESTAMP;DATA_ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1678967170.571780402;2023-03-16 11:46:10;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967170.594278587;2023-03-16 11:46:10;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967170.634843828;2023-03-16 11:46:10;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967170.660511550;2023-03-16 11:46:10;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967170.683079346;2023-03-16 11:46:10;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967170.704303050;2023-03-16 11:46:10;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967170.748069420;2023-03-16 11:46:10;-64;-16.4, 7.5;4.6, 0;22.29910312
1678967170.793396883;2023-03-16 11:46:10;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967175.022182196;2023-03-16 11:46:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967175.041728455;2023-03-16 11:46:15;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967175.194661381;2023-03-16 11:46:15;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967175.214629584;2023-03-16 11:46:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967175.861525047;2023-03-16 11:46:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967176.231777084;2023-03-16 11:46:16;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967176.757126806;2023-03-16 11:46:16;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967176.776465454;2023-03-16 11:46:16;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967177.648556583;2023-03-16 11:46:17;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967177.669597601;2023-03-16 11:46:17;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967177.928330212;2023-03-16 11:46:17;-55;-16.4, 7.5;4.6, 0;22.29910312
1678967179.163336193;2023-03-16 11:46:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967179.393171230;2023-03-16 11:46:19;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967179.414961545;2023-03-16 11:46:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967180.478347470;2023-03-16 11:46:20;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967181.379546062;2023-03-16 11:46:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967181.534729951;2023-03-16 11:46:21;-65;-16.4, 7.5;4.6, 0;22.29910312
1678967192.638122389;2023-03-16 11:46:32;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967192.989430666;2023-03-16 11:46:32;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967193.012343222;2023-03-16 11:46:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967193.032835611;2023-03-16 11:46:33;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967198.485139515;2023-03-16 11:46:38;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967198.506801589;2023-03-16 11:46:38;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967204.003056049;2023-03-16 11:46:44;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967204.023466789;2023-03-16 11:46:44;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967211.996819155;2023-03-16 11:46:51;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967212.673670284;2023-03-16 11:46:52;-61;-16.4, 7.5;4.6, 0;22.29910312
1678967212.693183784;2023-03-16 11:46:52;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967212.738389710;2023-03-16 11:46:52;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967212.757118803;2023-03-16 11:46:52;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967212.780843618;2023-03-16 11:46:52;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967213.468641839;2023-03-16 11:46:53;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967213.554893543;2023-03-16 11:46:53;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967214.552417135;2023-03-16 11:46:54;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967214.757206061;2023-03-16 11:46:54;-81;-16.4, 7.5;4.6, 0;22.29910312
1678967215.892535005;2023-03-16 11:46:55;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967215.913620542;2023-03-16 11:46:55;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967216.862786356;2023-03-16 11:46:56;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967217.246207504;2023-03-16 11:46:57;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967217.416123874;2023-03-16 11:46:57;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967217.438681448;2023-03-16 11:46:57;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967233.215197846;2023-03-16 11:47:13;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967234.432588105;2023-03-16 11:47:14;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967234.453805938;2023-03-16 11:47:14;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967234.714628327;2023-03-16 11:47:14;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967235.183582086;2023-03-16 11:47:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967235.227326771;2023-03-16 11:47:15;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967236.297817289;2023-03-16 11:47:16;-64;-16.4, 7.5;4.6, 0;22.29910312
1678967240.746554101;2023-03-16 11:47:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967240.791116397;2023-03-16 11:47:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967240.854212805;2023-03-16 11:47:20;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967241.881758804;2023-03-16 11:47:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967242.879460618;2023-03-16 11:47:22;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967243.107607377;2023-03-16 11:47:23;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967243.866519081;2023-03-16 11:47:23;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967243.968903766;2023-03-16 11:47:23;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967243.988211266;2023-03-16 11:47:23;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967244.662686284;2023-03-16 11:47:24;-61;-16.4, 7.5;4.6, 0;22.29910312
1678967245.642483746;2023-03-16 11:47:25;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967245.663880820;2023-03-16 11:47:25;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967246.518653412;2023-03-16 11:47:26;-64;-16.4, 7.5;4.6, 0;22.29910312
1678967246.537980172;2023-03-16 11:47:26;-64;-16.4, 7.5;4.6, 0;22.29910312
1678967246.563669209;2023-03-16 11:47:26;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967246.702407375;2023-03-16 11:47:26;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967246.757919357;2023-03-16 11:47:26;-61;-16.4, 7.5;4.6, 0;22.29910312
1678967250.740441336;2023-03-16 11:47:30;-61;-16.4, 7.5;4.6, 0;22.29910312
1678967250.761420725;2023-03-16 11:47:30;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967250.881564706;2023-03-16 11:47:30;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967251.585643928;2023-03-16 11:47:31;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967251.743346280;2023-03-16 11:47:31;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967252.583002298;2023-03-16 11:47:32;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967252.603988631;2023-03-16 11:47:32;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967253.053725853;2023-03-16 11:47:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967253.076229297;2023-03-16 11:47:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967253.095515131;2023-03-16 11:47:33;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967253.119932316;2023-03-16 11:47:33;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967253.902999482;2023-03-16 11:47:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967253.922619056;2023-03-16 11:47:33;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967260.242499163;2023-03-16 11:47:40;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967260.258117886;2023-03-16 11:47:40;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967260.285330237;2023-03-16 11:47:40;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967260.502745700;2023-03-16 11:47:40;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967260.522180774;2023-03-16 11:47:40;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967261.371296422;2023-03-16 11:47:41;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967265.804392697;2023-03-16 11:47:45;17;-16.4, 7.5;4.6, 0;22.29910312
1678967271.436515731;2023-03-16 11:47:51;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967271.581630638;2023-03-16 11:47:51;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967289.155699942;2023-03-16 11:48:09;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967289.176820276;2023-03-16 11:48:09;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967289.544068646;2023-03-16 11:48:09;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967289.585934664;2023-03-16 11:48:09;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967289.611512146;2023-03-16 11:48:09;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967289.630938127;2023-03-16 11:48:09;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967291.373043534;2023-03-16 11:48:11;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967291.392728348;2023-03-16 11:48:11;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967291.643279071;2023-03-16 11:48:11;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967292.544081366;2023-03-16 11:48:12;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967292.564365681;2023-03-16 11:48:12;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967292.812829033;2023-03-16 11:48:12;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967292.832268255;2023-03-16 11:48:12;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967293.610541255;2023-03-16 11:48:13;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967293.757453199;2023-03-16 11:48:13;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967293.779255662;2023-03-16 11:48:13;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967294.418428587;2023-03-16 11:48:14;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967294.439282828;2023-03-16 11:48:14;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967295.367796457;2023-03-16 11:48:15;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967295.410359105;2023-03-16 11:48:15;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967295.452852031;2023-03-16 11:48:15;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967295.472185735;2023-03-16 11:48:15;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967295.496548957;2023-03-16 11:48:15;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967295.540328346;2023-03-16 11:48:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967295.584749568;2023-03-16 11:48:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967295.629068753;2023-03-16 11:48:15;-65;-16.4, 7.5;4.6, 0;22.29910312
1678967295.671648531;2023-03-16 11:48:15;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967299.190274436;2023-03-16 11:48:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967299.455864788;2023-03-16 11:48:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967300.644392065;2023-03-16 11:48:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967300.665961750;2023-03-16 11:48:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967300.787882491;2023-03-16 11:48:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967300.812872935;2023-03-16 11:48:20;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967300.856633713;2023-03-16 11:48:20;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967301.360319065;2023-03-16 11:48:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967301.378917343;2023-03-16 11:48:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967302.502771527;2023-03-16 11:48:22;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967302.741884971;2023-03-16 11:48:22;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967302.762132638;2023-03-16 11:48:22;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967350.665378609;2023-03-16 11:49:10;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967351.812230979;2023-03-16 11:49:11;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967352.382878294;2023-03-16 11:49:12;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967352.403304923;2023-03-16 11:49:12;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967353.387724700;2023-03-16 11:49:13;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967354.003835422;2023-03-16 11:49:14;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967354.026406311;2023-03-16 11:49:14;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967357.372344217;2023-03-16 11:49:17;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967357.793605568;2023-03-16 11:49:17;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967357.813421642;2023-03-16 11:49:17;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967358.182932753;2023-03-16 11:49:18;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967358.592746271;2023-03-16 11:49:18;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967358.613619716;2023-03-16 11:49:18;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967359.002816956;2023-03-16 11:49:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967359.023612123;2023-03-16 11:49:19;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967359.412832271;2023-03-16 11:49:19;-60;-16.4, 7.5;4.6, 0;22.29910312
1678967359.434877530;2023-03-16 11:49:19;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967359.838647752;2023-03-16 11:49:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967359.858622734;2023-03-16 11:49:19;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967360.217391456;2023-03-16 11:49:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967360.236145122;2023-03-16 11:49:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967360.632396863;2023-03-16 11:49:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967360.652273141;2023-03-16 11:49:20;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967360.769821826;2023-03-16 11:49:20;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967360.814119270;2023-03-16 11:49:20;-62;-16.4, 7.5;4.6, 0;22.29910312
1678967361.422393066;2023-03-16 11:49:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967361.892883066;2023-03-16 11:49:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967361.913801306;2023-03-16 11:49:21;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967362.548341825;2023-03-16 11:49:22;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967363.159916028;2023-03-16 11:49:23;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967363.186263639;2023-03-16 11:49:23;17;-16.4, 7.5;4.6, 0;22.29910312
1678967364.108677546;2023-03-16 11:49:24;-66;-16.4, 7.5;4.6, 0;22.29910312
1678967368.368714673;2023-03-16 11:49:28;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967368.388352006;2023-03-16 11:49:28;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967371.969107875;2023-03-16 11:49:31;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967372.011539782;2023-03-16 11:49:32;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967372.036006208;2023-03-16 11:49:32;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967372.055305597;2023-03-16 11:49:32;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967372.682870985;2023-03-16 11:49:32;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967373.350365133;2023-03-16 11:49:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967373.768716670;2023-03-16 11:49:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967373.788227688;2023-03-16 11:49:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967374.232538299;2023-03-16 11:49:34;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967374.251253188;2023-03-16 11:49:34;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967404.884968225;2023-03-16 11:50:04;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967404.901896836;2023-03-16 11:50:04;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967404.906183577;2023-03-16 11:50:04;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967404.958445447;2023-03-16 11:50:04;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967404.972202744;2023-03-16 11:50:04;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967405.035994262;2023-03-16 11:50:05;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967405.496012595;2023-03-16 11:50:05;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967405.548439540;2023-03-16 11:50:05;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967405.994969762;2023-03-16 11:50:05;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967406.008301817;2023-03-16 11:50:06;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967406.060581206;2023-03-16 11:50:06;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967407.413742872;2023-03-16 11:50:07;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967407.682632964;2023-03-16 11:50:07;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967411.293694221;2023-03-16 11:50:11;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967411.335266499;2023-03-16 11:50:11;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967411.436263814;2023-03-16 11:50:11;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967411.453684999;2023-03-16 11:50:11;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967411.503855240;2023-03-16 11:50:11;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967412.707523165;2023-03-16 11:50:12;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967413.544435535;2023-03-16 11:50:13;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967413.723033794;2023-03-16 11:50:13;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967413.744301979;2023-03-16 11:50:13;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967414.594082849;2023-03-16 11:50:14;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967414.683256349;2023-03-16 11:50:14;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967415.384558719;2023-03-16 11:50:15;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967415.404083682;2023-03-16 11:50:15;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967415.531641923;2023-03-16 11:50:15;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967416.121598848;2023-03-16 11:50:16;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967416.208851033;2023-03-16 11:50:16;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967417.359761718;2023-03-16 11:50:17;17;-16.4, 7.5;4.6, 0;22.29910312
1678967417.696654569;2023-03-16 11:50:17;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967417.719323736;2023-03-16 11:50:17;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967417.957873958;2023-03-16 11:50:17;-65;-16.4, 7.5;4.6, 0;22.29910312
1678967417.978174773;2023-03-16 11:50:17;-65;-16.4, 7.5;4.6, 0;22.29910312
1678967421.215417364;2023-03-16 11:50:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967421.334499308;2023-03-16 11:50:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967421.756436752;2023-03-16 11:50:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967421.780204400;2023-03-16 11:50:21;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967421.823919030;2023-03-16 11:50:21;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967422.860964752;2023-03-16 11:50:22;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967422.880915233;2023-03-16 11:50:22;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967423.154050455;2023-03-16 11:50:23;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967423.807941733;2023-03-16 11:50:23;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967424.000693029;2023-03-16 11:50:24;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967424.743144306;2023-03-16 11:50:24;-76;-16.4, 7.5;4.6, 0;22.29910312
1678967424.763063547;2023-03-16 11:50:24;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967424.924190565;2023-03-16 11:50:24;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967424.944287991;2023-03-16 11:50:24;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967425.585805713;2023-03-16 11:50:25;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967425.605503213;2023-03-16 11:50:25;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967425.732999194;2023-03-16 11:50:25;-90;-16.4, 7.5;4.6, 0;22.29910312
1678967426.750438027;2023-03-16 11:50:26;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967426.832428323;2023-03-16 11:50:26;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967427.018366916;2023-03-16 11:50:27;-65;-16.4, 7.5;4.6, 0;22.29910312
1678967427.101679619;2023-03-16 11:50:27;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967427.122112805;2023-03-16 11:50:27;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967430.894347562;2023-03-16 11:50:30;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967430.915777099;2023-03-16 11:50:30;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967430.975731321;2023-03-16 11:50:30;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967431.829477598;2023-03-16 11:50:31;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967432.514258487;2023-03-16 11:50:32;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967432.534736061;2023-03-16 11:50:32;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967432.653137487;2023-03-16 11:50:32;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967432.675865820;2023-03-16 11:50:32;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967433.019131375;2023-03-16 11:50:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967433.061788005;2023-03-16 11:50:33;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967433.086633560;2023-03-16 11:50:33;-63;-16.4, 7.5;4.6, 0;22.29910312
1678967434.247243189;2023-03-16 11:50:34;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967434.268045411;2023-03-16 11:50:34;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967434.520353374;2023-03-16 11:50:34;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967445.986128682;2023-03-16 11:50:45;17;-16.4, 7.5;4.6, 0;22.29910312
1678967451.307224420;2023-03-16 11:50:51;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967451.334417290;2023-03-16 11:50:51;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967459.833210155;2023-03-16 11:50:59;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967459.853216581;2023-03-16 11:50:59;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967459.874400896;2023-03-16 11:50:59;-58;-16.4, 7.5;4.6, 0;22.29910312
1678967460.438657822;2023-03-16 11:51:00;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967461.073253099;2023-03-16 11:51:01;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967462.247647136;2023-03-16 11:51:02;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967462.265754080;2023-03-16 11:51:02;-56;-16.4, 7.5;4.6, 0;22.29910312
1678967462.709780709;2023-03-16 11:51:02;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967463.363337042;2023-03-16 11:51:03;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967463.385758635;2023-03-16 11:51:03;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967463.866398375;2023-03-16 11:51:03;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967463.888335023;2023-03-16 11:51:03;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967463.968754727;2023-03-16 11:51:03;-57;-16.4, 7.5;4.6, 0;22.29910312
1678967464.013035375;2023-03-16 11:51:04;-59;-16.4, 7.5;4.6, 0;22.29910312
1678967464.032440153;2023-03-16 11:51:04;-59;-16.4, 7.5;4.6, 0;22.29910312
