Timestamp;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
Wed Jan 25 16:00:53 2023;-73;5.55, 15;0, 0;15.994
Wed Jan 25 16:00:56 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:00:58 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:03 2023;-87;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:04 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:07 2023;-73;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:09 2023;-74;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:11 2023;-80;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:13 2023;-82;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:14 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:16 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:17 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:18 2023;-74;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:22 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:23 2023;-72;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:24 2023;-74;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:26 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:27 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:28 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:29 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:31 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:32 2023;-72;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:33 2023;-77;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:35 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:36 2023;-73;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:37 2023;-72;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:39 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:40 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:41 2023;-74;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:42 2023;-75;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:43 2023;-77;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:44 2023;-72;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:46 2023;-76;5.55, 15;0, 0;15.994
Wed Jan 25 16:01:48 2023;-78;5.55, 15;0, 0;15.994
