Timestamp;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
Wed Jan 25 16:52:14 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:15 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:16 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:22 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:23 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:24 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:28 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:29 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:30 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:32 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:37 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:39 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:40 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:41 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:43 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:45 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:47 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:48 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:49 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:52 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:53 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:54 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:57 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:52:58 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:00 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:01 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:02 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:03 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:05 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:06 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:08 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:09 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:10 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:11 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:13 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:14 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:15 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:21 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:23 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:24 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:26 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:27 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:28 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:29 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:31 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:32 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:33 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:35 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:36 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:37 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:38 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:39 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:40 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:41 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:43 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:44 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:48 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:49 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:50 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:52 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:53 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:54 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:53:57 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:00 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:01 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:03 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:07 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:08 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:10 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:11 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:12 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:13 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:15 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:17 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:18 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:20 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:21 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:23 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:24 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:26 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:27 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:28 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:29 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:31 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:32 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:34 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:37 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:38 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:39 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:42 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:43 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:44 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:45 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:47 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:49 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:50 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:52 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:54 2023;-78;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:55 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:56 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:57 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:54:58 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:00 2023;-78;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:01 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:02 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:03 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:04 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:06 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:07 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:08 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:11 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:12 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:13 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:14 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:15 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:17 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:18 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:19 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:22 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:23 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:28 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:30 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:32 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:33 2023;-79;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:34 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:35 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:37 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:38 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:42 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:49 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:50 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:53 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:54 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:55 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:55:58 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:02 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:03 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:04 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:05 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:09 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:10 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:12 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:13 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:14 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:19 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:20 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:24 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:25 2023;-79;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:26 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:27 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:31 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:32 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:34 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:35 2023;-78;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:36 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:37 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:40 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:41 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:42 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:44 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:45 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:46 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:47 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:49 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:50 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:51 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:52 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:54 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:55 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:56:59 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:00 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:01 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:04 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:05 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:06 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:07 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:09 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:11 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:13 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:14 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:15 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:16 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:18 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:20 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:24 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:25 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:26 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:27 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:30 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:32 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:35 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:36 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:38 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:40 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:42 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:43 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:45 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:46 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:47 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:48 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:50 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:52 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:54 2023;-77;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:55 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:58 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:57:59 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:03 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:04 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:05 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:08 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:09 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:10 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:12 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:14 2023;-70;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:15 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:16 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:19 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:20 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:21 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:22 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:24 2023;-78;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:25 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:26 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:27 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:34 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:35 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:36 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:37 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:39 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:40 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:42 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:44 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:45 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:46 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:48 2023;-75;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:50 2023;-74;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:51 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:52 2023;-71;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:53 2023;-73;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:55 2023;-76;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:58 2023;-72;-10.55, -7.5;0, 0;12.944
Wed Jan 25 16:58:59 2023;-72;-10.55, -7.5;0, 0;12.944
